"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"calpal"	"Abu Suwwan"	1	"AA-90095"	35.89	32.27	"EN"	-8263	1	"Csa"
"calpal"	"Ahihud"	2	"RTD-8257"	35.1721	32.9078	"EN"	-8298	2	"Csa"
"calpal"	"Pinarbasi"	20	"OxA-5499"	33.03	37.48	"EN"	-8260	20	"BSk"
