"sourcedb","SiteName","LabCode","C14Age","C14SD","db_period","db_culture","Period","lon","lat","colors","median","tpq","taq"
"radon","Bylany","BM-562",6184,89,"3. Phase der Periode I","Linienbandkeramik","EN",15.25,49.966666666667,NA,-5295,-4720,-5474
"radon","Ulm-Eggingen","Hv-14734",6010,60,"4","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5032,-4617,-5213
"radon","Ulm-Eggingen","Hv-12982",5960,90,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5040,-4454,-5297
"radon","Ulm-Eggingen","Hv-13601",5995,60,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5015,-4610,-5211
"radon","Ulm-Eggingen","Hv-14725",6135,105,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5284,-4610,-5474
"radon","Ulm-Eggingen","Hv-14724",6035,105,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5192,-4465,-5369
"radon","Ulm-Eggingen","Hv-14722",6100,270,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5459,-4000,-5838
"radon","Ulm-Eggingen","Hv-13600",6205,60,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5288,-4844,-5464
"radon","Ulm-Eggingen","Hv-14732",6500,100,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5602.05,-5046,-5731
"radon","Ulm-Eggingen","Hv-13599",5960,60,"5","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-4978,-4547,-5206
"radon","Ulm-Eggingen","Hv-13596",6245,120,"6 (Baden-Württemberg)","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5423,-4707,-5617
"radon","Ulm-Eggingen","Hv-14729",5980,200,"6","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5273,-4078,-5612
"radon","Ulm-Eggingen","Hv-14728",5965,200,"6","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5264,-4062,-5608
"radon","Ulm-Eggingen","Hv-14727",6390,170,"6","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5592,-4690,-5873
"radon","Ulm-Eggingen","Hv-14731",6125,235,"7","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5442,-4244,-5737
"radon","Ulm-Eggingen","Hv-14730",6120,150,"7","Linienbandkeramik","EN",9.8789670000003,48.363365,NA,-5320,-4449,-5610
"calpal","Knossos","OxA-21418",7735,40,"Aceramic","Aceramic","EN",25.1633,35.298,NA,-6633,-6431,-6736
"radon","Ostoros","Bln-549",6180,100,"Alföld-LBK. jüngere","Linienbandkeramik","EN",20.433333,47.866667,NA,-5306,-4707,-5477
"radon","Szamossályi","Bln-404",6136,100,"Alföld-LBK. späte","Linienbandkeramik","EN",22.6,47.883333,NA,-5280,-4618,-5473
"radon","Tarnabod","Bln-123",6280,100,"Alföld-LBK. späte","Linienbandkeramik","EN",20.216667,47.683333,NA,-5437,-4792,-5612
"radon","Tiszavasvári-Keresztfal","Bln-505",6305,100,"Alföld-LBK","Linienbandkeramik","EN",21.383333,47.966667,NA,-5450,-4799,-5617
"radon","Tiszavasvári-Keresztfal","Hv-1329",6155,95,"Alföld-LBK","Linienbandkeramik","EN",21.383333,47.966667,NA,-5286,-4700,-5473
"radon","Priština","Bln-435",6280,80,"Älter","Vinča culture","EN",21.15,42.65,NA,-5395,-4846,-5520
"radon","Westeregeln","Bln-42",6045,100,"ältere bis mittlere LBK","Linienbandkeramik","EN",11.4,51.9666667,NA,-5191,-4508,-5367
"radon","Westeregeln","Bln-92",6140,100,"ältere bis mittlere LBK","Linienbandkeramik","EN",11.4,51.9666667,NA,-5279.05,-4620,-5473
"radon","Niedermerz 3","KN-2124",6210,60,"ältere LBK (Phase Ic)","Linienbandkeramik","EN",6.2666667,50.8833333,NA,-5290,-4845,-5465
"radon","Frimmersdorf","UtC-7179",6230,70,"ältere LBK, Stilphase 2a (vgl. Stehli 1994, 135 Abb. 36).","Linienbandkeramik","EN",6.5745449066162,51.046790263622,NA,-5310,-4841,-5473
"radon","Frimmersdorf","UtC-7222",6190,60,"ältere LBK, Stilphase 2a (vgl. Stehli 1994, 135 Abb. 36).","Linienbandkeramik","EN",6.5745449066162,51.046790263622,NA,-5281,-4839,-5373
"radon","Frimmersdorf","UtC-7180",6180,70,"ältere LBK, Stilphase 2a (vgl. Stehli 1994, 135 Abb. 36).","Linienbandkeramik","EN",6.5745449066162,51.046790263622,NA,-5282,-4792,-5466
"radon","Schwanfeld","KN-3040",7100,500,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-6924.05,-4402,-7593
"radon","Duderstadt","H-919/889",6422,100,"ältere LBK","Linienbandkeramik","EN",10.283333,51.516667,NA,-5538,-4953,-5702
"radon","Eitzum 2","KI-3370",6730,170,"ältere LBK","Linienbandkeramik","EN",10.818400382996,52.138492827727,NA,-5918,-5050,-6220
"radon","Schwanfeld","KN-3041/2/3",6700,190,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5913,-4946,-6226
"radon","Eitzum 2","KI-3371",6400,240,"ältere LBK","Linienbandkeramik","EN",10.818400382996,52.138492827727,NA,-5687,-4449,-6057
"radon","Bruchenbrücken 1","Hd-13894",6005,65,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5036,-4607,-5214
"radon","Schwanfeld","Hd-14032",6240,55,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5302,-4936,-5469
"radon","Schwanfeld","Hd-14031",6380,100,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5483,-4906,-5634
"radon","Gerlingen","KN-2295",6390,160,"ältere LBK","Linienbandkeramik","EN",9.0631628036499,48.799542546443,NA,-5585,-4713,-5826
"radon","Schwanfeld","KN-3192",6060,170,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5302,-4344,-5610
"radon","Wang-Ziegelberg","KN-3738",6370,160,"ältere LBK","Linienbandkeramik","EN",11.920251846314,48.497099500893,NA,-5562,-4704,-5782
"radon","Schwanfeld","KN-3245",6520,65,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5600,-5217,-5663
"radon","Wang-Ziegelberg","KI-2597",6390,100,"ältere LBK","Linienbandkeramik","EN",11.920251846314,48.497099500893,NA,-5506,-4936,-5654
"radon","Jüterbog-Damm, Fpl. 17","Bln-2562",6080,70,"ältere LBK","Linienbandkeramik","EN",13.0666667,51.9833333,NA,-5193,-4704,-5311
"radon","Mohelnice","Bln-102/102a",6345,100,"ältere LBK","Linienbandkeramik","EN",16.91875,49.776722,NA,-5466,-4846,-5625
"radon","Bruchenbrücken 1","KI-2598",6370,90,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5469,-4942,-5624
"radon","Niedermerz 2","KN-1594",6180,50,"ältere LBK","Linienbandkeramik","EN",6.33333333,50.8666667,NA,-5266,-4846,-5326
"radon","Duderstadt","KN-1263",6310,55,"ältere LBK","Linienbandkeramik","EN",10.283333,51.516667,NA,-5381,-4999,-5476
"radon","Enkingen","KI-3375",6280,140,"ältere LBK","Linienbandkeramik","EN",10.583267211914,48.83528900116,NA,-5458,-4682,-5658
"radon","Wang-Ziegelberg","KN-4046",6900,300,"ältere LBK","Linienbandkeramik","EN",11.920251846314,48.497099500893,NA,-6275.05,-4795,-6685
"radon","Schwanfeld","Hd-14111",6343,42,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5444,-5065,-5475
"radon","Schwanfeld","KN-3216",6540,260,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5862,-4504,-6236
"radon","Strögen","KI-3372",6380,140,"ältere LBK","Linienbandkeramik","EN",15.607688,48.666605,NA,-5549,-4730,-5731
"radon","Strögen","KI-3374",6350,140,"ältere LBK","Linienbandkeramik","EN",15.607688,48.666605,NA,-5518,-4720,-5722
"radon","Bruchenbrücken 1","Hd-14548",6365,35,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5454,-5210,-5475
"radon","Enkingen","KI-3373",5990,210,"ältere LBK","Linienbandkeramik","EN",10.583267211914,48.83528900116,NA,-5291,-4059,-5619
"radon","Bruchenbrücken 1","KN-4132",6120,80,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5213,-4710,-5371
"radon","Schwanfeld","KN-3044/45",7250,500,"ältere LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-7115,-4550,-7753
"radon","Bruchenbrücken 1","Hd-13893",5970,105,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5132.05,-4446,-5312
"radon","Enkingen","KI-3376",6120,80,"ältere LBK","Linienbandkeramik","EN",10.583267211914,48.83528900116,NA,-5228.05,-4710,-5371
"radon","Bruchenbrücken 1","Hd-14273",6235,55,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5299,-4910,-5468
"radon","Bruchenbrücken 1","KI-2599",6370,90,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5470,-4942,-5624
"radon","Bruchenbrücken 1","KI-2600",6390,100,"ältere LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5500,-4936,-5654
"radon","Friedberg","Bln-56",6120,100,"älteste LBK, entwickelte Phase","Linienbandkeramik","EN",8.7620555555555,50.330288888889,NA,-5269,-4610,-5471
"radon","Chabařovice","Bln-437",6070,200,"älteste LBK, entwickelte Phase","Linienbandkeramik","EN",13.941841885086,50.673181307702,NA,-5344,-4262,-5629
"radon","Chabařovice","Bln-438",6400,120,"älteste LBK, entwickelte Phase","Linienbandkeramik","EN",13.941841885086,50.673181307702,NA,-5541,-4843,-5720
"radon","Eilsleben","Bln-1429",6558,75,"älteste LBK","Linienbandkeramik","EN",11.210346221923,52.147078678476,NA,-5613,-5218,-5726
"radon","Brunn am Gebirge","ETH-11149",6335,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5454,-4992,-5534
"radon","Žopy","Bln-57",6430,100,"älteste LBK","Linienbandkeramik","EN",17.609372,49.332642,NA,-5542,-4990,-5709
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-201",6405,30,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5464,-5217,-5477
"radon","Goddelau","OxA-1268",6300,90,"älteste LBK","Linienbandkeramik","EN",8.4895992279053,49.837622633804,NA,-5443,-4842,-5610
"radon","Eilsleben","OxA-1626",6070,100,"älteste LBK","Linienbandkeramik","EN",11.210346221923,52.147078678476,NA,-5205,-4543,-5460
"radon","Brunn am Gebirge","ETH-11140",6265,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5355,-4851,-5476
"radon","Brunn am Gebirge","ETH-11147",6365,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5462,-5002,-5611
"radon","Wang-Ziegelberg","OxA-1537",6170,90,"älteste LBK","Linienbandkeramik","EN",11.920251846314,48.497099500893,NA,-5289,-4716,-5473
"radon","Brunn am Gebirge","ETH-13537",6565,85,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5619,-5214,-5738
"radon","Neckenmarkt","OxA-1535",6180,100,"älteste LBK","Linienbandkeramik","EN",16.5433098,47.613169,NA,-5304,-4707,-5477
"radon","Bruchenbrücken 1","OxA-1630",6390,100,"älteste LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5500.05,-4936,-5654
"radon","Schwanfeld","KN-3041",6700,190,"älteste LBK","Linienbandkeramik","EN",10.13,49.92,NA,-5911,-4946,-6226
"radon","Brunn am Gebirge","ETH-14827",6460,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5529,-5130,-5630
"radon","Brunn am Gebirge","ETH-11137",6285,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5377,-4909,-5478
"radon","Neckenmarkt","OxA-1534",6170,80,"älteste LBK","Linienbandkeramik","EN",16.5433098,47.613169,NA,-5283,-4725,-5470
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-197",6370,35,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5456,-5211,-5476
"radon","Schwanfeld","OxA-1539",6380,80,"älteste LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5467,-4996,-5620
"radon","Bruchenbrücken 1","OxA-1629",6240,90,"älteste LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5353,-4790,-5511
"radon","Rottenburg a.N.","ETH-9549",6060,70,"älteste LBK","Linienbandkeramik","EN",8.9352750778198,48.476264243553,NA,-5187,-4684,-5306
"radon","Brunn am Gebirge","ETH-11146",6315,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5444,-4946,-5523
"radon","Steinfurth 2","UtC-1839",6770,70,"älteste LBK","Linienbandkeramik","EN",8.75,50.4,NA,-5776,-5476,-5975
"radon","Eitzum 2","UtC-1832",8830,70,"älteste LBK","Linienbandkeramik","EN",10.817584991455,52.155504897649,NA,-8192,-7590,-8285
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-199",6395,30,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5462,-5215,-5476
"radon","Eilsleben","OxA-1624",6140,90,"älteste LBK","Linienbandkeramik","EN",11.210346221923,52.147078678476,NA,-5273,-4701,-5470
"radon","Enkingen","UtC-2325",6320,90,"älteste LBK","Linienbandkeramik","EN",10.583267211914,48.83528900116,NA,-5453,-4848,-5615
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-200",6385,35,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5460,-5212,-5477
"radon","Eilsleben","OxA-1625",6030,100,"älteste LBK","Linienbandkeramik","EN",11.210346221923,52.147078678476,NA,-5188,-4497,-5360
"radon","Brunn am Gebirge","ETH-11148",6785,75,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5804,-5476,-5981
"radon","Brunn am Gebirge","ETH-11132",6320,65,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5441,-4992,-5515
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-195",6385,30,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5460,-5214,-5475
"radon","Kleinsorheim","UtC-1840",7730,120,"älteste LBK","Linienbandkeramik","EN",10.606355667115,48.789562899473,NA,-6937,-6092,-7132
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-192",6410,60,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5468,-5072,-5614
"radon","Eilsleben","Bln-1430",6900,60,"älteste LBK","Linienbandkeramik","EN",11.210346221923,52.147078678476,NA,-5907,-5569,-6013
"radon","Wang-Ziegelberg","OxA-1538",6190,80,"älteste LBK","Linienbandkeramik","EN",11.920251846314,48.497099500893,NA,-5293,-4784,-5472
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-193",6370,30,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5455,-5212,-5474
"radon","Brunn am Gebirge","ETH-11138",6390,65,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5465,-5050,-5613
"radon","Brunn am Gebirge","ETH-11130",6365,55,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5459,-5054,-5525
"radon","Eitzum 2","UtC-1830",9220,80,"älteste LBK","Linienbandkeramik","EN",10.817584991455,52.155504897649,NA,-8613,-8213,-8803
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-202",6430,30,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5467,-5221,-5513
"radon","Eitzum 2","Bln-51",6310,200,"älteste LBK","Linienbandkeramik","EN",10.818400382996,52.138492827727,NA,-5553,-4457,-5876
"radon","Schwanfeld","UtC-2320",7900,80,"älteste LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-7019.05,-6456,-7173
"radon","Brunn am Gebirge","ETH-11134",6325,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5448,-4954,-5528
"radon","Brunn am Gebirge","ETH-11131",6485,80,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5587,-5078,-5704
"radon","Eilsleben","OxA-1627",6190,90,"älteste LBK","Linienbandkeramik","EN",11.210346221923,52.147078678476,NA,-5303,-4721,-5475
"radon","Bruchenbrücken 1","OxA-1633",6190,80,"älteste LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5293,-4784,-5472
"radon","Schwanfeld","UtC-2321",7280,100,"älteste LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-6349,-5783,-6464
"radon","Goddelau","Hd-14173",6295,50,"älteste LBK","Linienbandkeramik","EN",8.4895992279053,49.837622633804,NA,-5355,-5000,-5473
"radon","Brunn am Gebirge","ETH-11129",6265,75,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5358,-4846,-5478
"radon","Schwanfeld","UtC-2340",6350,80,"älteste LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5458,-4948,-5614
"radon","Neckenmarkt","OxA-1536",6210,80,"älteste LBK","Linienbandkeramik","EN",16.5433098,47.613169,NA,-5306,-4791,-5474
"radon","Eitzum 2","UtC-1831",6030,70,"älteste LBK","Linienbandkeramik","EN",10.817584991455,52.155504897649,NA,-5149,-4611,-5298
"radon","Brunn am Gebirge","ETH-11141",6660,75,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5695,-5328,-5834
"radon","Bruchenbrücken 1","OxA-1634",6040,90,"älteste LBK","Linienbandkeramik","EN",8.7902212142945,50.298571734041,NA,-5187,-4544,-5319
"radon","Brunn am Gebirge","ETH-11128",6360,60,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5459,-5042,-5530
"radon","Goddelau","Hd-14009",6260,40,"älteste LBK","Linienbandkeramik","EN",8.4895992279053,49.837622633804,NA,-5304,-4999,-5461
"radon","Steinfurth 2","UtC-1838",7260,70,"älteste LBK","Linienbandkeramik","EN",8.75,50.4,NA,-6232.05,-5850,-6415
"radon","Schwanfeld","UtC-2322",7600,80,"älteste LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-6585,-6086,-6740
"radon","Brunn am Gebirge","ETH-11125",6235,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5312,-4843,-5474
"radon","Brunn am Gebirge","ETH-11133",6395,75,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5468,-5032,-5620
"radon","Brunn am Gebirge","ETH-11121",6265,55,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5325,-4946,-5472
"radon","Brunn am Gebirge","ETH-11122",6520,55,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5595,-5223,-5634
"radon","Goddelau","KN-3429",6600,85,"älteste LBK","Linienbandkeramik","EN",8.4895992279053,49.837622633804,NA,-5645,-5219,-5787
"radon","Eitzum 2","UtC-1833",6340,70,"älteste LBK","Linienbandkeramik","EN",10.817584991455,52.155504897649,NA,-5453,-4993,-5555
"radon","Brunn am Gebirge","ETH-11124",6470,55,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5514,-5215,-5622
"radon","Goddelau","Hd-14176",6370,35,"älteste LBK","Linienbandkeramik","EN",8.4895992279053,49.837622633804,NA,-5456,-5211,-5476
"radon","Brunn am Gebirge (Flur Wolfholz)","VERA-196",6215,40,"älteste LBK","Linienbandkeramik","EN",16.28,48.1,NA,-5287,-4947,-5356
"radon","Brunn am Gebirge","ETH-11127",6520,50,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5593,-5229,-5630
"radon","Brunn am Gebirge","ETH-11139",6470,75,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5546,-5080,-5656
"radon","Brunn am Gebirge","ETH-11150",6360,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5459,-5000,-5610
"radon","Klein Denkte","UtC-1835",6050,110,"älteste LBK","Linienbandkeramik","EN",10.585842132569,52.142338229346,NA,-5200,-4465,-5465
"radon","Enkingen","UtC-2344",6460,80,"älteste LBK","Linienbandkeramik","EN",10.583267211914,48.83528900116,NA,-5546.05,-5061,-5658
"radon","Klein Denkte","UtC-1834",7930,60,"älteste LBK","Linienbandkeramik","EN",10.585842132569,52.142338229346,NA,-7021,-6507,-7131
"radon","Brunn am Gebirge","ETH-11126",6150,75,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5268,-4724,-5460
"radon","Goddelau","OxA-1628",6300,90,"älteste LBK","Linienbandkeramik","EN",8.4895992279053,49.837622633804,NA,-5442,-4842,-5610
"radon","Brunn am Gebirge","ETH-11123",6260,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5347,-4849,-5476
"radon","Brunn am Gebirge","ETH-11145",6480,70,"älteste LBK","Linienbandkeramik","EN",16.292038,48.1091654,NA,-5554,-5210,-5638
"radon","Rottenburg a.N.","ETH-9548",6230,90,"älteste LBK","Linienbandkeramik","EN",8.9352750778198,48.476264243553,NA,-5343,-4786,-5479
"radon","Neckenmarkt","OxA-1533",6020,80,"älteste LBK","Linienbandkeramik","EN",16.5433098,47.613169,NA,-5162,-4546,-5304
"radon","Schwanfeld","KN-3046",6510,120,"älteste LBK","Linienbandkeramik","EN",10.141839981079,49.917989494433,NA,-5617,-4995,-5828
"radon","Brześć Kujawski","KN-2996",6170,60,"älteste Notenkopfphase","Linienbandkeramik","EN",18.901730775833,52.605321552574,NA,-5270,-4799,-5366
"katsianis","Zas cave. Naxos","OxA-7469",6145,45,"Atttic Kephala;Zas Iia","Final Neolithic","LN",25.493908,37.038201,NA,-5203,-4840,-5307
"radon","Unterpullendorf","VRI-42",6130,180,"Beginn d. mährisch-österr. bemalten Keramik","Lengyel","MN",16.5,47.5,NA,-5377,-4354,-5629
"radon","Trou la Cauche","Lv-1981",6170,80,"Blicquy","Group de Villeneuve-Saint-Germain","EN",3.76,50.62,NA,-5283,-4725,-5470
"radon","Trou la Cauche","Lv-1983",6180,100,"Blicquy","Group de Villeneuve-Saint-Germain","EN",3.76,50.62,NA,-5304,-4707,-5477
"radon","Trou la Cauche","Lv-1982",5990,100,"Blicquy","Group de Villeneuve-Saint-Germain","EN",3.76,50.62,NA,-5148,-4454,-5313
"calpal","Scanteia","Gd-6387",6320,110,"Chalcolithic","Cucuteni","MN",27.566,46.9176,NA,-5461,-4794,-5626
"calpal","Tiszapolgár-Basatanya","Poz-36369",6100,50,"Chalcolithic","Tisza","EN",21.1027,47.8747,NA,-5195,-4785,-5300
"calpal","Grebenyukuuv yar","Ki-6672",6040,65,"Chalcolithic","Tripolje","LN",30.5767,48.6002,NA,-5164,-4682,-5297
"calpal","Grebenyukuuv yar","Ki-6155",6165,55,"Chalcolithic","Tripolje","LN",30.5767,48.6002,NA,-5250,-4805,-5326
"calpal","Grebenyukuuv yar","Ki-6673",6120,50,"Chalcolithic","Tripolje","LN",30.5767,48.6002,NA,-5198,-4793,-5304
"katsianis","Dikili Tash","DEM-709",6002,30,"Dikili Tash I/Iic","Late Neolithic","LN",24.312335,41.007211,NA,-4973,-4720,-5197
"katsianis","Dikili Tash","Gif-1737",6400,160,"Dikili Tash I","Middle Neolithic","MN",24.312335,41.007211,NA,-5591.05,-4716,-5834
"katsianis","Dikili Tash","Gif-1426",6800,150,"Dikili Tash I","Middle Neolithic","MN",24.312335,41.007211,NA,-5954,-5219,-6221
"katsianis","Dikili Tash","Gif-2628",7020,170,"Dikili Tash I","Middle Neolithic","MN",24.312335,41.007211,NA,-6189,-5382,-6444
"katsianis","Dikili Tash","Gif-1740",6450,160,"Dikili Tash I","Middle Neolithic","MN",24.312335,41.007211,NA,-5613,-4735,-5888
"katsianis","Dikili Tash","Gif-1735",6170,160,"Dikili Tash I","Middle Neolithic","MN",24.312335,41.007211,NA,-5384.05,-4453,-5625
"katsianis","Dikili Tash","Gif-2630",6720,160,"Dikili Tash I","Middle Neolithic","MN",24.312335,41.007211,NA,-5891,-5062,-6083
"katsianis","Dikili Tash","Gif-2627",6370,170,"Dikili Tash I","Middle Neolithic","MN",24.312335,41.007211,NA,-5576,-4624,-5833
"katsianis","Dikili Tash","Ly-1064",6040,120,"Dikili Tash II","Chalcolithic","LN",24.312335,41.007211,NA,-5206,-4451,-5470
"katsianis","Dikili Tash","Ly-1062",6100,200,"Dikili Tash II","Chalcolithic","LN",24.312335,41.007211,NA,-5374,-4331,-5655
"radon","Anza, Anzabegovo","LJ-2181",7340,250,"early (I)","Starcevo-Körös-Criș culture","EN",22,41,NA,-6606.05,-5477,-7134
"agrichange","cova del Frare","I-13030",6380,310,"EarlyNeolithic","cardial","EN",2.02013988127888,41.637946,NA,-5763,-4254,-6229
"agrichange","La Draga","Beta-137198",6270,70,"EarlyNeolithic","cardial","EN",2.75976706022839,42.128239,NA,-5356,-4853,-5477
"agrichange","Les Coves del Fem","Beta-42865",6570,30,"EarlyNeolithic","cardial","EN",0.843667068953562,41.319677,NA,-5604,-5380,-5626
"agrichange","cova Bonica","OxA-26062",6340,34,"EarlyNeolithic","cardial","EN",1.89546639677645,41.371617,NA,-5371,-5126,-5473
"agrichange","cova de la Guineu","Beta-406998",6140,30,"EarlyNeolithic","cardial","EN",1.57541978483514,41.442448,NA,-5199,-4853,-5293
"agrichange","La Draga","Hd-15451",6060,40,"EarlyNeolithic","cardial","EN",2.75976706022839,42.128239,NA,-5102,-4731,-5211
"agrichange","Font Major","Beta-317705",6310,40,"EarlyNeolithic","cardial","EN",1.84692308802294,42.099038,NA,-5355,-5049,-5472
"agrichange","cova del Vidre","OxA-26065",6248,33,"EarlyNeolithic","cardial","EN",0.316406954147749,40.774382,NA,-5298,-5002,-5366
"agrichange","La Draga","UBAR-311",5970,110,"EarlyNeolithic","cardial","EN",2.75976706022839,42.128239,NA,-5143.05,-4373,-5317
"agrichange","cova Bonica","Beta-384727",6410,30,"EarlyNeolithic","cardial","EN",1.89546639677645,41.371617,NA,-5464,-5218,-5478
"agrichange","cova de Sant Llorenç","OxA-26072",6004,32,"EarlyNeolithic","cardial","EN",1.83310934757888,41.254319,NA,-4978,-4719,-5200
"agrichange","balma Margineda","Ly-3289",6850,150,"EarlyNeolithic","cardial","EN",1.48722222222222,42.4822222222222,NA,-5980,-5310,-6231
"agrichange","cova de Sant Llorenç","Beta-311606",6750,40,"EarlyNeolithic","cardial","EN",1.83310934757888,41.254319,NA,-5714,-5484,-5793
"agrichange","La Draga","Beta-137197",6290,70,"EarlyNeolithic","cardial","EN",2.75976706022839,42.128239,NA,-5385.05,-4936,-5479
"agrichange","cova del Frare","Beta-436332",6150,40,"EarlyNeolithic","cardial","EN",2.02013988127888,41.637946,NA,-5202,-4847,-5304
"agrichange","Caserna de Sant Pau del Camp","Beta-236175",6250,40,"EarlyNeolithic","cardial","EN",2.1697038422945,41.376897,NA,-5299,-4996,-5373
"agrichange","balma Margineda","CNA-2682.1.1",7401,37,"EarlyNeolithic","cardial","EN",1.48722222222222,42.4822222222222,NA,-6370,-6072,-6428
"agrichange","La Draga","Beta-438952",6140,33,"EarlyNeolithic","cardial","EN",2.75976706022839,42.128239,NA,-5199,-4850,-5296
"agrichange","Les Guixeres","OxA-26069",6458,38,"EarlyNeolithic","cardial","EN",1.64763276154745,41.385911,NA,-5472,-5222,-5609
