"","sourcedb","SiteName","LabCode","C14Age","C14SD","db_period","db_culture","Period","lon","lat","colors","median","tpq","taq"
"1","neonet","Piano Vento","A-4474",6130,90,"EN",NA,"EN",13.5667,37.3167,NA,-5062.5758953132,-4689,-5469
"2","neonet","Font del Ros","AA-16498",6561,56,"EN",NA,"EN",1.845261,42.09765,NA,-5518.89581573131,-5313,-5703
"3","neonet","Font del Ros","AA-16499",6243,56,"EN",NA,"EN",1.845261,42.09765,NA,-5204.7190534743,-4936,-5470
"4","neonet","Font del Ros","AA-16500",6058,79,"EN",NA,"EN",1.845261,42.09765,NA,-4965.49740977866,-4612,-5313
"5","neonet","Font del Ros","AA-16501",6307,68,"EN",NA,"EN",1.845261,42.09765,NA,-5271.68923711163,-4945,-5512
"6","neonet","Font del Ros","AA-16502",6370,57,"EN",NA,"EN",1.845261,42.09765,NA,-5344.83037811701,-5053,-5530
"7","neonet","Turo de Can Bellsola","AA-19187",6250,80,"EN",NA,"EN",2.179214,41.535439,NA,-5204.4578374641,-4836,-5478
"8","neonet","Abric de la Falguera","AA-2295",7410,70,"LM",NA,"LM",-0.5881,38.6662,NA,-6284.58547307328,-6016,-6473
"9","neonet","Abrigo de la Cativera","AA-23367",7979,60,"EM",NA,"EM",1.33365,41.185513,NA,-6886.23362388495,-6595,-7178
"10","neonet","Espeluche-Lalo","AA-32638",6560,85,"EN",NA,"EN",4.81722,44.541,NA,-5513.08647069589,-5214,-5736
"11","neonet","Espeluche-Lalo","AA-32639",6520,65,"EN",NA,"EN",4.81722,44.541,NA,-5477.48806095622,-5217,-5663
"12","neonet","Espeluche-Lalo","AA-32641",6585,60,"EN",NA,"EN",4.81722,44.541,NA,-5534.17457123887,-5316,-5719
"13","neonet","Espeluche-Lalo","AA-32642",7315,65,"LM",NA,"LM",4.81722,44.541,NA,-6162.98223441519,-5924,-6428
"14","neonet","Espeluche-Lalo","AA-32644",6220,60,"EN",NA,"EN",4.81722,44.541,NA,-5154.65619895234,-4848,-5468
"15","neonet","Abri du Monte Leone","AA-35788",7930,85,"MM",NA,"MM",9.184647,41.387823,NA,-6832.38312000872,-6461,-7313
"16","neonet","Baume d'Oullins","AA-53291",6233,64,"EN",NA,"EN",4.456943,44.342326,NA,-5170.37631854996,-4848,-5471
"17","neonet","Baume d'Oullins","AA-53292",6210,69,"EN",NA,"EN",4.456943,44.342326,NA,-5146.1084901196,-4804,-5471
"18","neonet","Baume d'Oullins","AA-53293",6168,63,"EN",NA,"EN",4.456943,44.342326,NA,-5111.62891038463,-4795,-5369
"19","neonet","Baume d'Oullins","AA-53294",6233,64,"EN",NA,"EN",4.456943,44.342326,NA,-5170.37631854996,-4848,-5471
"20","neonet","Baume d'Oullins","AA-53295",6363,65,"EN",NA,"EN",4.456943,44.342326,NA,-5337.56719352516,-5032,-5605
"21","neonet","Baume d'Oullins","AA-53296",6191,63,"EN",NA,"EN",4.456943,44.342326,NA,-5130.40388935267,-4805,-5462
"22","neonet","Abric de la Falguera","AA-59519",7526,44,"LM",NA,"LM",-0.5881,38.6662,NA,-6394.50583165731,-6224,-6565
"23","neonet","Baume d'Oullins","AA-61623",6398,77,"EN",NA,"EN",4.456943,44.342326,NA,-5368.23069400111,-5011,-5621
"24","neonet","Baume d'Oullins","AA-61624",6291,66,"EN",NA,"EN",4.456943,44.342326,NA,-5257.29919139046,-4941,-5478
"25","neonet","Baume d'Oullins","AA-61626",6381,76,"EN",NA,"EN",4.456943,44.342326,NA,-5353.0541655242,-5000,-5618
"26","neonet","Baume d'Oullins","AA-61627",6101,66,"EN",NA,"EN",4.456943,44.342326,NA,-5024.35088500265,-4717,-5314
"27","neonet","Baume d'Oullins","AA-61629",6386,67,"EN",NA,"EN",4.456943,44.342326,NA,-5359.1378252129,-5044,-5613
"28","neonet","Baume d'Oullins","AA-61630",6336,67,"EN",NA,"EN",4.456943,44.342326,NA,-5308.2362615924,-4995,-5529
"29","neonet","Baume d'Oullins","AA-61631",6407,67,"EN",NA,"EN",4.456943,44.342326,NA,-5378.07532680497,-5056,-5617
"30","neonet","Baume d'Oullins","AA-61632",6421,68,"EN",NA,"EN",4.456943,44.342326,NA,-5389.93627529388,-5062,-5620
"31","neonet","Su Carroppu","AA-80546",6156,93,"EN",NA,"EN",8.549996,39.196373,NA,-5093.58500411786,-4707,-5473
"32","neonet","Rio Tana","AECV-2011C",6790,70,"EN",NA,"EN",13.673419,41.940862,NA,-5685.68841715719,-5477,-5979
"33","neonet","Rio Tana","AECV-2012C",6860,60,"EN",NA,"EN",13.673419,41.940862,NA,-5744.42978674487,-5559,-5986
"34","neonet","Sion-Planta","B-4008",5980,30,"EN",NA,"EN",7.357827,46.232916,NA,-4866.55726294433,-4714,-5034
"35","neonet","Castel Grande di Bellinzona","B-4565",6270,40,"EN",NA,"EN",9.017,46.2,NA,-5254.53074119019,-5002,-5465
"36","neonet","Abri de Chable-Croix","B-4978",7410,100,"EM",NA,"EM",6.910954,46.297234,NA,-6272.58803366255,-5919,-6596
"37","neonet","Pizzo di Bodio","B-5088",6060,50,"EN",NA,"EN",8.736806,45.80328,NA,-4961.98260911324,-4719,-5275
"38","neonet","Pizzo di Bodio","B-5090",6320,80,"EN",NA,"EN",8.736806,45.80328,NA,-5286.02600234253,-4912,-5607
"39","neonet","Grotta Filiestru","BM-2139R",7760,130,"EN",NA,"EN",8.651545,40.453804,NA,-6620.79997565774,-6094,-7244
"40","neonet","Marcianese","BM-2250",6290,60,"EN",NA,"EN",14.382237,42.208409,NA,-5257.91756519077,-4952,-5476
"41","neonet","Marcianese","BM-2250R",6590,130,"EN",NA,"EN",14.382237,42.208409,NA,-5528.2510090479,-5042,-5977
"42","neonet","Marcianese","BM-2251",6250,90,"EN",NA,"EN",14.382237,42.208409,NA,-5199.84774853798,-4793,-5519
"43","neonet","Marcianese","BM-2251R",6570,140,"EN",NA,"EN",14.382237,42.208409,NA,-5510.40707046504,-4994,-5980
"44","neonet","Marcianese","BM-2252",6000,110,"EN",NA,"EN",14.382237,42.208409,NA,-4898.46324906646,-4449,-5361
"45","neonet","Marcianese","BM-2252R",6300,170,"EN",NA,"EN",14.382237,42.208409,NA,-5236.22206094117,-4546,-5733
"46","neonet","Abrigo de la Pena Maranon","BM-2263",7890,120,"EM",NA,"EM",-2.438382,42.632909,NA,-6790.63656821537,-6387,-7446
"47","neonet","Santa Tecchia","BM-2414",6520,70,"EN",NA,"EN",15.842114,41.685083,NA,-5476.915851969,-5215,-5707
"48","neonet","Fontanarosa Uliveto","BM-2415",6490,150,"EN",NA,"EN",15.783333,41.326,NA,-5431.95484227736,-4840,-5893
"49","neonet","Coppa Nevigata","BM-2557",7780,320,"EN",NA,"EN",15.830555,41.563888,NA,-6706.68751373465,-5666,-7810
"50","neonet","Cerro de la Virtud","Beta-101424",6160,180,"EN",NA,"EN",-2.1334,37.35,NA,-5082.72324046953,-4363,-5656
"51","neonet","Grapceva Cave","Beta-103485",6130,80,"LN",NA,"LN",16.753065,43.133991,NA,-5064.10392045637,-4713,-5457
"52","neonet","Grapceva Cave","Beta-103488",7030,60,"EN",NA,"EN",16.753065,43.133991,NA,-5908.1275356088,-5673,-6080
"53","neonet","Petites Baties","Beta-103862",6290,50,"EN",NA,"EN",4.702349,44.298495,NA,-5259.89530155865,-4998,-5473
"54","neonet","Petites Baties","Beta-103867",6230,50,"EN",NA,"EN",4.702349,44.298495,NA,-5165.80766755694,-4939,-5461
"55","neonet","Petites Baties","Beta-103868",6270,50,"EN",NA,"EN",4.702349,44.298495,NA,-5247.58793411087,-4992,-5471
"56","neonet","Petites Baties","Beta-103870",6270,50,"EN",NA,"EN",4.702349,44.298495,NA,-5247.58793411087,-4992,-5471
"57","neonet","Petites Baties","Beta-103872",7240,50,"EN",NA,"EN",4.702349,44.298495,NA,-6110.94648996718,-5915,-6362
"58","neonet","Cova de les Cendres","Beta-107405",6280,80,"EN",NA,"EN",0.152631,38.685691,NA,-5242.73619472179,-4846,-5520
"59","neonet","Grotta delle Arene Candide","Beta-109619",6370,50,"EN",NA,"EN",8.32828,44.162304,NA,-5344.58199103011,-5066,-5517
"60","neonet","Grotta delle Arene Candide","Beta-110542",6830,40,"EN",NA,"EN",8.32828,44.162304,NA,-5708.07145881341,-5566,-5889
"61","neonet","Umbro","Beta-122939",6750,50,"EN",NA,"EN",15.9178,37.9392,NA,-5659.09420009557,-5480,-5838
"62","neonet","Cova de Can Sadurni","Beta-127898",6050,110,"EN",NA,"EN",1.912258,41.345381,NA,-4960.21010513901,-4465,-5465
"63","neonet","Cueva de Nerja","Beta-131577",6590,40,"EN",NA,"EN",-3.844529,36.762871,NA,-5535.18189913083,-5376,-5659
"64","neonet","Pupicina Cave","Beta-131624",6270,120,"EN",NA,"EN",14.1642,45.3156,NA,-5218.07516674467,-4716,-5622
"65","neonet","Pupicina Cave","Beta-131625",6680,100,"EN",NA,"EN",14.1642,45.3156,NA,-5596.49052394629,-5228,-5976
"66","neonet","Umbro","Beta-135147",6620,60,"EN",NA,"EN",15.9178,37.9392,NA,-5554.87529098541,-5363,-5729
"67","neonet","La Draga","Beta-137197",6290,70,"EN",NA,"EN",2.758536,42.126877,NA,-5255.47031328806,-4936,-5479
"68","neonet","La Draga","Beta-137198",6270,70,"EN",NA,"EN",2.758536,42.126877,NA,-5235.3772048718,-4853,-5477
"69","neonet","Balma Serrat del Pont","Beta-138589",7330,40,"LM",NA,"LM",2.605034,42.247472,NA,-6157.27474484164,-6022,-6392
"70","neonet","Cova de les Cendres","Beta-142228",6340,70,"EN",NA,"EN",0.152631,38.685691,NA,-5312.33704236888,-4993,-5555
"71","neonet","Abric de la Falguera","Beta-142289",6510,80,"EN",NA,"EN",-0.5881,38.6662,NA,-5462.19296989667,-5209,-5716
"72","neonet","Su Coloru","Beta-145956",7740,50,"LM",NA,"LM",8.712183,40.661832,NA,-6559.44701443617,-6421,-6820
"73","neonet","Su Coloru","Beta-145957",7920,80,"LM",NA,"LM",8.712183,40.661832,NA,-6820.3776501538,-6463,-7179
"74","neonet","Cova Fosca","Beta-148994",5980,70,"EN",NA,"EN",-0.13224,40.45999,NA,-4868.91396419194,-4544,-5213
"75","neonet","Cova Fosca","Beta-148999",5980,70,"EN",NA,"EN",-0.13224,40.45999,NA,-4868.91396419194,-4544,-5213
"76","neonet","Cova Fosca","Beta-149000",6080,80,"EN",NA,"EN",-0.13224,40.45999,NA,-4995.58430851783,-4622,-5323
"77","neonet","Cova Fosca","Beta-149001",6140,90,"EN",NA,"EN",-0.13224,40.45999,NA,-5075.37975526462,-4701,-5470
"78","neonet","Cova Fosca","Beta-149004",6150,70,"EN",NA,"EN",-0.13224,40.45999,NA,-5092.62983809083,-4730,-5370
"79","neonet","Cova Fosca","Beta-149005",6070,80,"EN",NA,"EN",-0.13224,40.45999,NA,-4981.73727852281,-4616,-5319
"80","neonet","Cova Fosca","Beta-149006",6250,80,"EN",NA,"EN",-0.13224,40.45999,NA,-5204.4578374641,-4836,-5478
"81","neonet","Cova Fosca","Beta-149007",6130,60,"EN",NA,"EN",-0.13224,40.45999,NA,-5067.05994587152,-4785,-5317
"82","neonet","Cova Fosca","Beta-149009",6390,40,"EN",NA,"EN",-0.13224,40.45999,NA,-5362.73595937534,-5211,-5479
"83","neonet","Catignano","Beta-149259",6350,70,"EN",NA,"EN",13.943843,42.34267,NA,-5323.24938914534,-4997,-5606
"84","neonet","Catignano","Beta-149260",6330,40,"EN",NA,"EN",13.943843,42.34267,NA,-5299.66255255793,-5061,-5474
"85","neonet","Catignano","Beta-158321",6240,40,"EN",NA,"EN",13.943843,42.34267,NA,-5210.97553288144,-4993,-5370
"86","neonet","Abrigo de Los Husos I","Beta-161180",6130,60,"EN",NA,"EN",-2.5496,42.6034,NA,-5067.05994587152,-4785,-5317
"87","neonet","Abrigo de Los Husos I","Beta-161182",6240,60,"EN",NA,"EN",-2.5496,42.6034,NA,-5186.72364392,-4854,-5471
"88","neonet","Defensola","Beta-161933",6650,50,"EN",NA,"EN",16.155946,41.897824,NA,-5573.95333710217,-5385,-5729
"89","neonet","Mas Is","Beta-162092",6600,50,"EN",NA,"EN",-0.582689,38.760273,NA,-5542.63313213154,-5369,-5713
"90","neonet","Mas Is","Beta-162093",6160,40,"EN",NA,"EN",-0.582689,38.760273,NA,-5109.58108463318,-4850,-5306
"91","neonet","Favella della Corte","Beta-165482",6910,60,"EN",NA,"EN",16.437459,39.684086,NA,-5793.33944714035,-5572,-6016
"92","neonet","Mas Is","Beta-16672",6600,50,"EN",NA,"EN",-0.582689,38.760273,NA,-5542.63313213154,-5369,-5713
"93","neonet","Mas Is","Beta-166727",6600,50,"EN",NA,"EN",-0.582689,38.760273,NA,-5542.63313213154,-5369,-5713
"94","neonet","Mas Is","Beta-166728",6400,40,"EN",NA,"EN",-0.582689,38.760273,NA,-5373.40682448878,-5212,-5514
"95","neonet","Catignano","Beta-167164",6130,40,"EN",NA,"EN",13.943843,42.34267,NA,-5066.55718384778,-4840,-5300
"96","neonet","Cova Foradada Xabia","Beta-167654",7770,50,"LM",NA,"LM",0.137559,38.784526,NA,-6590.53555459284,-6431,-7025
"97","neonet","Su Coloru","Beta-167929",6400,70,"EN",NA,"EN",8.712183,40.661832,NA,-5371.32103519034,-5046,-5618
"98","neonet","Su Coloru","Beta-167930",6680,160,"EN",NA,"EN",8.712183,40.661832,NA,-5600.41114221989,-5039,-6072
"99","neonet","Su Coloru","Beta-167931",6830,80,"EN",NA,"EN",8.712183,40.661832,NA,-5720.35225840856,-5478,-6012
"100","neonet","Su Coloru","Beta-167932",7400,40,"LM",NA,"LM",8.712183,40.661832,NA,-6291.66299950825,-6070,-6431
"101","neonet","Penitenzeria","Beta-169498",6340,40,"EN",NA,"EN",15.9178,37.9392,NA,-5311.38118593571,-5067,-5475
"102","neonet","Penitenzeria","Beta-169499",6190,40,"EN",NA,"EN",15.9178,37.9392,NA,-5128.34823657303,-4936,-5316
"103","neonet","Bazzarola","Beta-170020",6310,50,"EN",NA,"EN",10.607877,44.690892,NA,-5273.95920064104,-5008,-5475
"104","neonet","Bazzarola","Beta-170023",6360,90,"EN",NA,"EN",10.607877,44.690892,NA,-5329.37591944775,-4937,-5622
"105","neonet","Bazzarola","Beta-170024",6280,50,"EN",NA,"EN",10.607877,44.690892,NA,-5254.46654931911,-4995,-5472
"106","neonet","Grotta delle Arene Candide","Beta-170555",6700,40,"EN",NA,"EN",8.32828,44.162304,NA,-5619.89457455338,-5478,-5735
"107","neonet","Grotta delle Arene Candide","Beta-170557",6870,40,"EN",NA,"EN",8.32828,44.162304,NA,-5750.31022492329,-5624,-5976
"108","neonet","Grotta delle Arene Candide","Beta-170558",6860,40,"EN",NA,"EN",8.32828,44.162304,NA,-5738.60141880384,-5622,-5973
"109","neonet","Cingle del Mas Nou","Beta-170713",6760,40,"LM",NA,"LM",-0.1319,40.4565,NA,-5665.15952346753,-5523,-5798
"110","neonet","Cingle del Mas Nou","Beta-170714",7010,40,"LM",NA,"LM",-0.1319,40.4565,NA,-5895.01028921846,-5722,-6057
"111","neonet","Cingle del Mas Nou","Beta-170715",6920,40,"LM",NA,"LM",-0.1319,40.4565,NA,-5794.73061569619,-5640,-5984
"112","neonet","Mas Is","Beta-171906",6400,40,"EN",NA,"EN",-0.582689,38.760273,NA,-5373.40682448878,-5212,-5514
"113","neonet","Abric de la Falguera","Beta-171910",7280,40,"LM",NA,"LM",-0.5881,38.6662,NA,-6149.00628120354,-5989,-6364
"114","neonet","Balma Serrat del Pont","Beta-172521",6470,40,"EN",NA,"EN",2.605034,42.247472,NA,-5418.82284028184,-5223,-5613
"115","neonet","Cueva del Toro","Beta-174305",6540,110,"EN",NA,"EN",-4.538341,36.952892,NA,-5490.60889092535,-5050,-5827
"116","neonet","Cueva del Toro","Beta-174308",6160,40,"EN",NA,"EN",-4.538341,36.952892,NA,-5109.58108463318,-4850,-5306
"117","neonet","Cala Giovanna-Pianosa","Beta-181546",6090,40,"EN",NA,"EN",10.0938,42.589643,NA,-5003.52590178475,-4792,-5216
"118","neonet","Penitenzeria","Beta-181784",6410,40,"EN",NA,"EN",15.9178,37.9392,NA,-5385.60988332234,-5214,-5523
"119","neonet","Penitenzeria","Beta-181785",6340,40,"EN",NA,"EN",15.9178,37.9392,NA,-5311.38118593571,-5067,-5475
"120","neonet","Pza. Vila Madrid","Beta-18271",6440,40,"EN",NA,"EN",2.172524,41.384281,NA,-5409.89188937513,-5218,-5556
"121","neonet","Cova en Pardo","Beta-186170",6030,40,"EN",NA,"EN",-0.297931,38.814485,NA,-4922.0692700883,-4720,-5207
"122","neonet","Cueva de Pico Ramos","Beta-191083",6840,75,"UM",NA,"UM",3.119289,43.335288,NA,-5728.1621803117,-5480,-6010
"123","neonet","Cueva de Nerja","Beta-193268",6000,40,"EN",NA,"EN",-3.844529,36.762871,NA,-4887.38144354894,-4711,-5203
"124","neonet","Cueva de Nerja","Beta-193269",6180,40,"EN",NA,"EN",-3.844529,36.762871,NA,-5122.51910972891,-4907,-5312
"125","neonet","Cueva de Nerja","Beta-193271",7620,40,"LM",NA,"LM",-3.844529,36.762871,NA,-6458.58761995271,-6260,-6640
"126","neonet","Cueva de Pico Ramos","Beta-193569",6040,90,"UM",NA,"UM",3.119289,43.335288,NA,-4944.31790187344,-4544,-5319
"127","neonet","Font del Ros","Beta-210733",7800,50,"EN",NA,"EN",1.845261,42.09765,NA,-6620.63556255787,-6441,-7036
"128","neonet","Crvena Stijena","Beta-211503",7630,40,"LM",NA,"LM",18.48468,42.755638,NA,-6465.72285234858,-6268,-6642
"129","neonet","Crvena Stijena","Beta-211504",7650,40,"LM",NA,"LM",18.48468,42.755638,NA,-6485.81403145145,-6386,-6645
"130","neonet","Balma Serrat del Pont","Beta-212541",7770,50,"LM",NA,"LM",2.605034,42.247472,NA,-6590.53555459284,-6431,-7025
"131","neonet","El Barranquet","Beta-221431",6510,50,"EN",NA,"EN",0.005865,38.854996,NA,-5461.71546336015,-5224,-5627
"132","neonet","Abrigo de Los Husos II","Beta-221640",6050,40,"EN",NA,"EN",-2.5516,42.6024,NA,-4948.41374068761,-4726,-5210
"133","neonet","Abrigo de Los Husos II","Beta-221642",6040,40,"EN",NA,"EN",-2.5516,42.6024,NA,-4935.29068953509,-4723,-5208
"134","neonet","Abrigo de Los Husos II","Beta-221643",7360,40,"EN",NA,"EN",-2.5516,42.6024,NA,-6195.98101099372,-6056,-6416
"135","neonet","El Cavet","Beta-222342",6620,60,"EN",NA,"EN",1.071025,41.076358,NA,-5554.87529098541,-5363,-5729
"136","neonet","Crno Vrilo","Beta-222405",6500,60,"EN",NA,"EN",15.072992,44.528388,NA,-5441.79208008843,-5216,-5633
"137","neonet","Crno Vrilo","Beta-222406",6820,50,"EN",NA,"EN",15.072992,44.528388,NA,-5701.05792069576,-5556,-5969
"138","neonet","Cova de Can Sadurni","Beta-230733",7320,50,"EN",NA,"EN",1.912258,41.345381,NA,-6158.84433141769,-5993,-6410
"139","neonet","Cova en Pardo","Beta-231877",6240,40,"EN",NA,"EN",-0.297931,38.814485,NA,-5210.97553288144,-4993,-5370
"140","neonet","Cova en Pardo","Beta-231879",6610,40,"EN",NA,"EN",-0.297931,38.814485,NA,-5548.04373358854,-5383,-5665
"141","neonet","Cova en Pardo","Beta-231880",6660,40,"EN",NA,"EN",-0.297931,38.814485,NA,-5580.07555277947,-5475,-5724
"142","neonet","Cingle del Mas Cremat","Beta-232341",6800,50,"LM",NA,"LM",-0.262055,40.532685,NA,-5688.0225132418,-5529,-5889
"143","neonet","Cingle del Mas Cremat","Beta-232342",6780,50,"LM",NA,"LM",-0.262055,40.532685,NA,-5677.74527275635,-5484,-5882
"144","neonet","Sant Pau del Camp","Beta-236174",6290,50,"EN",NA,"EN",2.169751,41.375989,NA,-5259.89530155865,-4998,-5473
"145","neonet","Sant Pau del Camp","Beta-236175",6250,40,"EN",NA,"EN",2.169751,41.375989,NA,-5229.40133613456,-4996,-5373
"146","neonet","Cova de les Cendres","Beta-239377",6510,40,"EN",NA,"EN",0.152631,38.685691,NA,-5459.26442142197,-5312,-5622
"147","neonet","Mas Is","Beta-239378",6600,40,"EN",NA,"EN",-0.582689,38.760273,NA,-5541.55762614738,-5380,-5662
"148","neonet","El Barranquet","Beta-239379",6510,50,"EN",NA,"EN",0.005865,38.854996,NA,-5461.71546336015,-5224,-5627
"149","neonet","Cova Colomera","Beta-240551",6150,40,"EN",NA,"EN",0.762786,42.085527,NA,-5101.07452259199,-4847,-5304
"150","neonet","Abrigo de Pena Larga","Beta-242783",6720,40,"EN",NA,"EN",-2.514287,42.591766,NA,-5637.07193189993,-5480,-5744
"151","neonet","Cova Colomera","Beta-248523",6020,50,"EN",NA,"EN",0.762786,42.085527,NA,-4911.16788590034,-4706,-5210
"152","neonet","Cova Foradada","Beta-248524",6200,40,"EN",NA,"EN",1.580975,41.20477,NA,-5134.44362793907,-4940,-5320
"153","neonet","Abrigo de Forcas II","Beta-250944",7150,40,"LM",NA,"LM",0.3402435,42.184362,NA,-6019.26649143142,-5843,-6221
"154","neonet","Baume de Montclus","Beta-253158",6550,40,"EN",NA,"EN",4.43047,44.26473,NA,-5512.10554217344,-5331,-5629
"155","neonet","Baume de Montclus","Beta-253159",6360,40,"EN",NA,"EN",4.43047,44.26473,NA,-5333.39177342888,-5128,-5476
"156","neonet","Baume de Montclus","Beta-253160",6660,40,"LM",NA,"LM",4.43047,44.26473,NA,-5580.07555277947,-5475,-5724
"157","neonet","Baume de Montclus","Beta-253161",6990,40,"LM",NA,"LM",4.43047,44.26473,NA,-5871.30156793366,-5718,-6020
"158","neonet","Baume de Montclus","Beta-253162",7170,50,"LM",NA,"LM",4.43047,44.26473,NA,-6032.68313499713,-5839,-6233
"159","neonet","Baume de Montclus","Beta-253163",7190,50,"LM",NA,"LM",4.43047,44.26473,NA,-6046.30176364158,-5846,-6238
"160","neonet","Baume de Montclus","Beta-253164",7320,50,"LM",NA,"LM",4.43047,44.26473,NA,-6158.84433141769,-5993,-6410
"161","neonet","Baume de Montclus","Beta-253166",7670,50,"MM",NA,"MM",4.43047,44.26473,NA,-6509.68306099023,-6275,-6687
"162","neonet","Abrigo de Angel 2","Beta-254048",6390,40,"LM",NA,"LM",-0.419966,40.708066,NA,-5362.73595937534,-5211,-5479
"163","neonet","Baume de Montclus","Beta-255115",7770,50,"MM",NA,"MM",4.43047,44.26473,NA,-6590.53555459284,-6431,-7025
"164","neonet","Baume de Montclus","Beta-255116",7800,50,"MM",NA,"MM",4.43047,44.26473,NA,-6620.63556255787,-6441,-7036
"165","neonet","Abri de la Grande Rivoire","Beta-255119",7310,40,"LM",NA,"LM",5.644342,45.221564,NA,-6152.87861983389,-6014,-6379
"166","neonet","Balma Guilanya","Beta-257402",7320,40,"EM",NA,"EM",1.609308,42.08679,NA,-6154.38332516843,-6018,-6387
"167","neonet","Cova Gran","Beta-265982",6020,50,"EN",NA,"EN",0.811061,41.925881,NA,-4911.16788590034,-4706,-5210
"168","neonet","Abri de la Font-des-Pigeons","Beta-267434",6250,40,"LM",NA,"LM",5.1667,43.3834,NA,-5229.40133613456,-4996,-5373
"169","neonet","Cova de la Cocina","Beta-267435",6840,50,"LM",NA,"LM",-0.799848,39.289323,NA,-5720.414311014,-5562,-5976
"170","neonet","Cova de la Cocina","Beta-267436",7080,50,"LM",NA,"LM",-0.799848,39.289323,NA,-5947.96866117256,-5733,-6155
"171","neonet","Cova de la Cocina","Beta-267437",7050,50,"LM",NA,"LM",-0.799848,39.289323,NA,-5928.52037231335,-5724,-6077
"172","neonet","Cova de la Cocina","Beta-267438",7350,40,"LM",NA,"LM",-0.799848,39.289323,NA,-6174.05384831818,-6029,-6410
"173","neonet","Cova de la Cocina","Beta-267439",6760,40,"LM",NA,"LM",-0.799848,39.289323,NA,-5665.15952346753,-5523,-5798
"174","neonet","Cova de la Cocina","Beta-267440",7610,40,"LM",NA,"LM",-0.799848,39.289323,NA,-6452.40509867218,-6252,-6638
"175","neonet","Abric de la Falguera","Beta-267441",7380,40,"LM",NA,"LM",-0.5881,38.6662,NA,-6243.61725286873,-6064,-6424
"176","neonet","Cueva de Nerja","Beta-270023",6330,40,"EN",NA,"EN",-3.844529,36.762871,NA,-5299.66255255793,-5061,-5474
"177","neonet","Cueva de Nerja","Beta-270034",6040,40,"EN",NA,"EN",-3.844529,36.762871,NA,-4935.29068953509,-4723,-5208
"178","neonet","La Draga","Beta-278255",6270,40,"EN",NA,"EN",2.758536,42.126877,NA,-5254.53074119019,-5002,-5465
"179","neonet","La Draga","Beta-278256",6170,40,"EN",NA,"EN",2.758536,42.126877,NA,-5116.42695120191,-4854,-5309
"180","neonet","Cova Colomera","Beta-279478",6180,40,"EN",NA,"EN",0.762786,42.085527,NA,-5122.51910972891,-4907,-5312
"181","neonet","Can Fiula","Beta-280353",6260,40,"EN",NA,"EN",2.175581,41.53002,NA,-5247.69436406103,-4999,-5461
"182","neonet","Cueva de la Serreta","Beta-280862",6490,40,"EN",NA,"EN",1.719751,41.324445,NA,-5424.74173035618,-5230,-5617
"183","neonet","Cueva de la Serreta","Beta-280866",6420,40,"EN",NA,"EN",1.719751,41.324445,NA,-5397.17899014248,-5215,-5528
"184","neonet","Abri de la Grande Rivoire","Beta-282248",7790,40,"LM",NA,"LM",5.644342,45.221564,NA,-6612.23153161452,-6457,-7018
"185","neonet","Abrigo de l'Esplugon","Beta-283899",6120,40,"EN",NA,"EN",-0.409051,42.412895,NA,-5048.82960136874,-4805,-5297
"186","neonet","Cueva de Bajondillo","Beta-2841145",6070,40,"LM",NA,"LM",-4.496648,36.622965,NA,-4973.97957033112,-4785,-5213
"187","neonet","Cueva de Nerja","Beta-284146",7150,40,"LM",NA,"LM",-3.844529,36.762871,NA,-6019.26649143142,-5843,-6221
"188","neonet","Cueva de Nerja","Beta-284147",6070,40,"EN",NA,"EN",-3.844529,36.762871,NA,-4973.97957033112,-4785,-5213
"189","neonet","Cueva de Nerja","Beta-284148",7490,40,"LM",NA,"LM",-3.844529,36.762871,NA,-6350.46206744441,-6098,-6469
"190","neonet","Cova dels Trocs","Beta-284150",6070,40,"EN",NA,"EN",0.545612,42.452256,NA,-4973.97957033112,-4785,-5213
"191","neonet","Orris de la Torbera de Perafita I","Beta-285100",6570,40,"LM",NA,"LM",1.577963,42.479667,NA,-5522.98040760577,-5369,-5634
"192","neonet","Abrigo de Forcas II","Beta-290932",7000,40,"LM",NA,"LM",0.3402435,42.184362,NA,-5883.70627808857,-5720,-6023
"193","neonet","Cova dels Trocs","Beta-295782",6060,40,"EN",NA,"EN",0.545612,42.452256,NA,-4961.24283609719,-4731,-5211
"194","neonet","Cova de l'Or","Beta-298124",6290,40,"EN",NA,"EN",-0.364154,38.84465,NA,-5260.78539715055,-5038,-5470
"195","neonet","Cova de l'Or","Beta-298125",6340,40,"EN",NA,"EN",-0.364154,38.84465,NA,-5311.38118593571,-5067,-5475
"196","neonet","Cova de l'Or","Beta-298126",6200,40,"EN",NA,"EN",-0.364154,38.84465,NA,-5134.44362793907,-4940,-5320
"197","neonet","La Draga","Beta-298438",6010,40,"EN",NA,"EN",2.758536,42.126877,NA,-4898.81970632842,-4714,-5204
"198","neonet","Cova de Sant Llorenc","Beta-299597",6200,40,"EN",NA,"EN",1.831924,41.252455,NA,-5134.44362793907,-4940,-5320
"199","neonet","Abrigo de l'Esplugon","Beta-306723",6950,50,"LM",NA,"LM",-0.409051,42.412895,NA,-5826.56880826634,-5640,-6017
"200","neonet","Abrigo de l'Esplugon","Beta-306725",7860,40,"EM",NA,"EM",-0.409051,42.412895,NA,-6693.56837235263,-6484,-7042
