"","sourcedb","SiteName","LabCode","C14Age","C14SD","db_period","db_culture","Period","lon","lat","colors","median","tpq","taq"
"3421","calpal","Cascioarela","Bln-598",5955,80,"Neolithic","Boian","EN",26.4697,44.1259,NA,-4838.88147473536,-4462,-5214
"3422","radon","Obre I and II","Bln-636",6795,150,"late (III)","Starcevo-Körös-Criș culture","EN",18.1,44.183333,NA,-5703.38770416595,-5218,-6220
"3423","radon","Tarnazsadány-Sándorrésze","Bln-676",6155,80,"jüngere LBK","Linienbandkeramik","EN",20.15,47.65,NA,-5095.45057945574,-4720,-5467
"3424","calpal","Rakushechny Yar","Bln-704",6070,100,"Neolithic",NA,"UN",39.0667,47.4459,NA,-4984.40354385165,-4543,-5460
"3425","calpal","Dresden-Nickern","Bln-73",5955,100,"Neolithic","LBK","EN",13.7889,50.9958,NA,-4841.47567927169,-4446,-5304
"3426","radon","Gyálarét","Bln-75",7090,100,"middle (II)","Starcevo-Körös-Criș culture","EN",20.083333,46.216667,NA,-5951.53531108405,-5630,-6370
"3427","calpal","Cascioarela","Bln-798",5980,100,"Neolithic","Boian","EN",26.4697,44.1259,NA,-4873.1959628131,-4452,-5310
"3428","calpal","Tarpesti","Bln-800",6170,100,"Neolithic","LBK","EN",26.431,47.155,NA,-5106.48391391339,-4699,-5476
"3429","calpal","Tarpesti","Bln-801",6245,100,"Neolithic","LBK","EN",26.431,47.155,NA,-5185.3269495799,-4728,-5534
"3430","radon","Divostin","Bln-823",7080,180,NA,"Starcevo-Körös-Criș culture","EN",20.833333,44.033333,NA,-5950.32294111332,-5419,-6498
"3431","radon","Divostin","Bln-824",6970,100,NA,"Starcevo-Körös-Criș culture","EN",20.833333,44.033333,NA,-5850.63462659736,-5555,-6222
"3432","radon","Divostin","Bln-826",7120,100,NA,"Starcevo-Körös-Criș culture","EN",20.833333,44.033333,NA,-5986.46993213558,-5644,-6388
