"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"neonet"	"Abric del Xicoto"	5	"Beta-382458"	0.947597	41.914178	"EN"	-5138	5	"Csa"
"neonet"	"Abrigo de Atxoste"	7	"GrA-9789"	-2.473401	42.76056	"EN"	-5155	7	"Csb"
"neonet"	"Abrigo de Los Husos I"	10	"Beta-161182"	-2.5496	42.6034	"EN"	-5187	10	"Csb"
"neonet"	"Aigle"	14	"MC-563"	4.371014	44.263592	"EN"	-5135	14	"Cfa"
"neonetatl"	"Alcalar 7"	16	"Sac-1608"	-8.5903	37.1974	"EN"	-5138	16	"Csa"
"neonet"	"Alto de Rodilla"	17	"CSIC-1967"	-3.468735	42.457831	"EN"	-5115	17	"Csb"
"neonet"	"Cala Giovanna-Pianosa"	36	"LTL-1468A"	10.0938	42.589643	"EN"	-5157	36	"Csa"
"neonetatl"	"Canaleja 2"	44	"AA-78257"	-5.699603	39.74471	"EN"	-5137	44	"Csa"
"neonetatl"	"Casal da Cerca"	51	"Beta-235886"	-8.5496	38.3419	"EN"	-5107	51	"Csa"
"bda"	"Cavallo"	57	"R-432"	17.956	40.159	"EN"	-5137	57	NA
"neonet"	"Colle Cera"	66	"LTL-1157A"	13.987246	42.430353	"EN"	-5101	66	"Cfa"
"neonet"	"Cova Avellaner"	73	"CNA-3305.1"	2.543608	42.074979	"EN"	-5137	73	"Cfa"
"neonet"	"Cova Colomera"	74	"Beta-279478"	0.762786	42.085527	"EN"	-5123	74	"Csb"
"neonet"	"Cova Foradada"	76	"Beta-248524"	1.580975	41.20477	"EN"	-5134	76	"Csa"
"neonet"	"Cova del Frare"	86	"Beta-325690"	2.019095	41.637334	"EN"	-5116	86	"Cfa"
"neonet"	"Cueva Lobrega"	94	"GrA-16110"	-2.618935	42.259307	"EN"	-5155	94	"Csb"
"neonetatl"	"Cueva de la Pastora"	102	"CNA-554"	-2.728321	37.44468	"EN"	-5144	102	"BSk"
"neonetatl"	"Cueva de los Marmoles"	105	"Wk-25171"	-4.219359	37.42352	"EN"	-5131	105	"Csa"
"neonet"	"El Parco"	116	"CSIC-281"	0.960622	41.912431	"EN"	-5112	116	"Csa"
"neonet"	"Espluga de la Puyascada"	120	"D-AMS-019110"	0.2863	42.4524	"EN"	-5136	120	"Csa"
"neonet"	"Ex Palestra-GIL"	121	"LTL-15124A"	15.540967	41.452628	"EN"	-5102	121	"Csa"
"neonet"	"Font Vena"	125	"UBAR-61"	-0.3667	39.4667	"EN"	-5126	125	"BSk"
"neonetatl"	"La Atalaya"	155	"Beta-333528"	-4.816473	40.63576	"EN"	-5151	155	"BSk"
"neonet"	"Les Breguieres"	168	"LTL-13784A"	7.00635	43.59501	"EN"	-5101	168	"Csa"
"neonet"	"Mileto"	186	"Beta-44114"	11.185418	43.829383	"EN"	-5119	186	"Cfa"
"neonetatl"	"Molino de Arriba"	187	"KIA-41450"	-3.828806	42.30626	"EN"	-5138	187	"Csb"
"neonet"	"Muraccio"	194	"R-427"	10.417	44.133	"EN"	-5145	194	"Cfb"
"neonet"	"Plansallosa"	214	"Beta-74311"	2.632176	42.234215	"EN"	-5122	214	"Cfa"
"neonet"	"Sant Llorenc"	247	"Beta-299597"	1.831924	41.252455	"EN"	-5134	247	"Csa"
"neonet"	"via Andrea Costa"	287	"LTL-2427a"	11.314323	44.494582	"EN"	-5152	287	"Cfb"
