Code_Region;Region / Country;Department / District;Municipality;Site;Cultural_complex;Cultural_aspect;Event_id.;Method_1;Lab_count_id.;14C_age_BP;STD;Curve;Method_2;Material;Generic_Specific_id.;Anatomical_id.;Identified_by;Reference(s);Comment_1;STD_accuracy;Accuracy_score;Material_reliability;Reliability_score;Quality_score;Comment_2;HPD_IntCal20;ChronoModel_id.;BMAP_EMAP;MACT-1;MACT-2;MACT-3
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);DKV_VLS;Vlaška;A071_EDE#Layer-2A#ED9;14C;GrN-23129;6590;100;intcal20.14c;LSC;Charcoal;na;na;na;Biagi 2003;_;LOWEST;1;SLS;3;3;_;"[ -5710 ; -5361 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);_;Epigravettian Cf. (Latest);A071_EDE#Layer-3D#ED10;14C;GrN-23130;9810;70;intcal20.14c;LSC;Charcoal;Pinus sp.;na;na;Biagi et al. 2008;_;GOOD;3;SLS;3;9;_;"[ -9450 ; -8932 ] ";na;na;;;
CWM_A102;Lombardia N. (IT);Brescia;Isorella;Cascina Bocche;LIN_VHO;Vhò;A102_CBO#Pit-1#A;14C;GrN-23645;5850;80;intcal20.14c;LSC;Charcoal;na;na;na;Starnini 1998;_;LOW;2;OWE;2;4;_;"[ -4902 ; -4501 ]";na;na;;;
CWM_B053;Abruzzo (IT);Pescara;Catignano;Catignano Ponte Rosso;BFW_CSB;Catignano;B053_CTG#TR-A_ST-30;14C;GrN-24487;6180;120;intcal20.14c;LSC;Charcoal;na;na;na;Colombo 2007;_;LOWEST;1;OWE;2;2;_;"[ -5372 ; -4799 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);EME;Early trapezes;A071_EDE#3B#ED13;14C;GrN-25137;8060;70;intcal20.14c;LSC;Charcoal;na;na;na;Biagi et al. 2008;_;GOOD;3;OWE;2;6;_;"[ -7247 ; -6695 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);EME;Early Trapezes;A071_EDE#3B#ED14;14C;GrN-25138;8110;90;intcal20.14c;LSC;Charcoal;na;na;na;Biagi et al. 2008;_;LOW;2;OWE;2;4;_;"[ -7447 ; -6701 ] ";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);EME;Sauveterrian Cf.;A071_EDE#Layer-3C#ED15;14C;GrN-25139;8350;120;intcal20.14c;LSC;Charcoal;na;na;na;Biagi et al. 2008;_;LOWEST;1;OWE;2;2;_;"[ -7584 ; -7078 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);DKV_VLS;Vlaška;A071_EDE#Layer-2A#ED19;14C;GrN-26795;6410;50;intcal20.14c;LSC;Charcoal;na;na;na;Biagi 2003;_;GOOD;3;SLS;3;9;_;"[ -5475 ; -5230 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);CST;Castelnovian (pottery);A071_EDE#Layer-3A#ED24;14C;GrN-27229;6510;70;intcal20.14c;LSC;Bone collagen;Cervus elaphus;Diaphysis;na;Biagi 2003;_;GOOD;3;SLS;3;9;_;"[ -5614 ; -5329 ]";na;na;;;
CWM_A081;Veneto (IT);Belluno;Val Civetta, Alleghe;Pian de la Lora;CST;Castelnovian;A081_PDL#US-2_Hearth-1;14C;GrN-31265;7290;50;intcal20.14c;LSC;Charcoal;na;na;na;Franco 2017;_;GOOD;3;OWE;2;6;_;"[ -6237 ; -6032 ]";na;na;;;
CWM_D011;Liguria (IT);Savona;Finale Ligure;Arene Candide (caverna delle);_;Chassey Cf.;D011_ACN#LBB_Burial-6;14C;GX-16962-G;5260;135;intcal20.14c;GPC;Bone collagen;Homo sapiens;na;na;mag-97;_;LOWEST;1;SLS;3;3;_;"[ -4351 ; -3777 ]";na;na;;;
CWM_D011;Liguria (IT);Savona;Finale Ligure;Arene Candide (caverna delle);CRD;Cardial Cf.;D011_ACN#TR-LBB_Burial-7;14C;GX-16963-G;6255;255;intcal20.14c;GPC;Bone collagen;Homo sapiens (female, adult);na;G. Goude;Maggi 1997, Le  Bras Goude et al. 2006;_;LOWEST;1;SLS;3;3;"d13C -20.4; d15N 9.6";"[ -5641 ; -4606 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);DKV_VLS;Vlaška;A071_EDE#Layer-2A#ED5;14C;GX-19022;6305;285;intcal20.14c;na;Charcoal;na;na;na;Biagi et al. 1993;_;LOWEST;1;SLS;3;3;_;"[ -5729 ; -4590 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);DKV_VLS;Vlaška;A071_EDE#Layer-2A#ED6;14C;GX-19567;6445;210;intcal20.14c;na;Charcoal;na;na;na;Biagi et al. 1993;_;LOWEST;1;SLS;3;3;_;"[ -5734 ; -4904 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);DKV_VLS;Vlaška;A071_EDE#Layer-2A#ED7;14C;GX-19568;6615;390;intcal20.14c;na;Charcoal;na;na;na;Biagi et al. 1993;_;LOWEST;1;SLS;3;3;_;"[ -6245 ; -4688 ]";na;na;;;
CWM_A071;Friuli-Venezia Giulia (IT);Trieste;Aurisina;Edera (grotta del);CST;Castelnovian (pottery);A071_EDE#Layer-3A#ED8;14C;GX-19569;6700;130;intcal20.14c;na;Charcoal;na;na;na;Biagi et al. 1993;_;LOWEST;1;SLS;3;3;_;"[ -5878 ; -5377 ]";na;na;;;
CWM_B112;Piemonte (IT);Cuneo;Alba;Cooperativa dei Lavoratori - Borgo Moretta;LIN_VHO;Vhò;B112_ACL#US-72#B;14C;GX-20652;5880;100;intcal20.14c;na;Charcoal;na;na;na;Venturino Gambari et al. 1999;_;LOWEST;1;OWE;2;2;_;"[ -4992 ; -4501 ]";na;na;;;
CWM_B112;Piemonte (IT);Cuneo;Alba;Cooperativa dei Lavoratori - Borgo Moretta;LIN_VHO;Vhò;B112_ACL#US-72#A;14C;GX-20845;6030;80;intcal20.14c;na;Charcoal;na;na;na;Venturino Gambari et al. 1999;_;LOW;2;OWE;2;4;_;"[ -5206 ; -4723 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#Wooden-platform_US132#A;14C;GX-20946;6065;80;intcal20.14c;na;Waterlogged wood;na;na;na;Baioni et al. 2005;_;LOW;2;OWE;2;4;_;"[ -5208 ; -4794 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#Wooden-platform_US132#B ;14C;GX-20947;6045;95;intcal20.14c;na;Waterlogged wood;na;na;na;Baioni et al. 2005;_;LOW;2;OWE;2;4;_;"[ -5209 ; 4725 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Bodio Lomnago;Pizzo di Bodio;SMP;SMP1;A105_PDB#US-432;14C;GX-22168 II;5420;205;intcal20.14c;na;Charcoal;na;na;na;Banchieri & Balista 1994;_;LOWEST;1;OWE;2;2;_;"[ -4695 ; -3794 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Bodio Lomnago;Pizzo di Bodio;SMP;SMP1;A105_PDB#US-431;14C;GX-22169;5725;230;intcal20.14c;na;Charcoal;na;na;na;Banchieri & Balista 1994;_;LOWEST;1;OWE;2;2;_;"[ -5205 ; -4050 ]";na;na;;;
CWM_D011;Liguria (IT);Savona;Finale Ligure;Pian del Ciliegio (riparo di);SMP;SMP0 / SMP1;D011_PCI#US-112B;14C;GX-22458;5990;250;intcal20.14c;na;Charcoal;Unspecified short-lived sample;na;na;Del Lucchese 2009;_;LOWEST;1;SLS;3;3;_;"[ -5467 ; -4357 ]";na;na;;;
CWM_B112;Piemonte (IT);Cuneo;Alba;Cooperativa L'Oasi I - Europa (corso);LIN_VHO;Vhò;B112_ACO#US-122;14C;GX-23166;6010;270;intcal20.14c;na;Charcoal;na;na;na;Venturino Gambari et al. 1999;_;LOWEST;1;OWE;2;2;_;"[ -5471 ; -4359 ]";na;na;;;
CWM_B112;Piemonte (IT);Cuneo;Alba;Cooperativa Le Ginestre  - Bubbio (via);LIN_VHO;Vhò;B112_ACG#US-24;14C;GX-24967;6000;110;intcal20.14c;na;Charcoal;na;na;na;Venturino Gambari et al. 1999;_;LOWEST;1;OWE;2;2;_;"[ -5210 ; -4616 ]";na;na;;;
CWM_B093;Emilia (IT);Reggio Nell'Emilia;Reggio Nell'Emilia;Bazzarola;LIN_FRN;Fiorano;B093_BZZ#US-140_6 (top) #2;14C;GX-29489;6260;50;intcal20.14c;AMS;Charred seed(s);na;na;na;Tirabassi et al. 2017 ;_;GOOD;3;SLS;3;9;_;"[ -5326 ; -5053 ]";B093_BZZ_M2;"[-5283 ; -5097]";5240;;
CWM_B093;Emilia (IT);Reggio Nell'Emilia;Reggio Nell'Emilia;Bazzarola;LIN_FRN;Fiorano;B093_BZZ#US-140_6 (top) #3;14C;GX-29490;6010;90;intcal20.14c;LSC;Charcoal;na;na;na;Tirabassi et al. 2017 ;_;LOW;2;OWE;2;4;_;"[ -5206 ; -4709 ]";na;na;;;
CWM_B093;Emilia (IT);Reggio Nell'Emilia;Reggio Nell'Emilia;Bazzarola;LIN_FRN;Fiorano;B093_BZZ#US-140_6 (top) #5;14C;GX-29492;6080;90;intcal20.14c;LSC;Charcoal;na;na;na;Tirabassi et al. 2017 ;_;LOW;2;OWE;2;4;_;"[ -5286 ; -4784 ]";na;na;;;
CWM_B093;Emilia (IT);Reggio Nell'Emilia;Reggio Nell'Emilia;Bazzarola;LIN_FRN;Fiorano;B093_BZZ#US-140_3 (middle) #1;14C;GX-29513;6290;120;intcal20.14c;LSC;Bone collagen;na;na;na;Tirabassi et al. 2017 ;_;LOWEST;1;SLS;3;3;_;"[ -5476 ; -4951 ]";na;na;;;
CWM_B112;Piemonte (IT);Cuneo;Aisone;Aisone;_;Sauveterrian cf. (?);B112_AIS#Level-V_US-134;14C;GX-30080;8700;160;intcal20.14c;na;na;na;na;na;Pernich 2016;_;LOWEST;1;na;2;2;_;"[ -8242 ; -7512 ]";na;na;;;
CWM_B112;Piemonte (IT);Cuneo;Aisone;Aisone;_;Late SP / Chassey cf.;B112_AIS#US-200-195;14C;GX-30233;5410;150;intcal20.14c;na;na;na;na;na;Pernich 2016;_;LOWEST;1;na;2;2;_;"[ -4549 ; -3944 ]";na;na;;;
CWM_A011;Elláda (GR);Ionia nisia;Corfu;Sidari;EAPN;Devollite Cf.;A011_SDR#TR-Sordinas_Lower-level#B;14C;GXO-771;7670;120;intcal20.14c;GPC / LSC;Charcoal;na;na;S. Thiébault;Berger et al. 2014;_;LOWEST;1;OWE;2;2;_;"[ -6818 ; -6238 ]";na;na;;;
CWM_A011;Elláda (GR);Ionia nisia;Corfu;Sidari;IMP_ARC;Impressa (Arcaica);A011_SDR#TR-Sordinas_Upper-level#A;14C;GXO-772;7340;180;intcal20.14c;GPC / LSC;Charcoal;na;na;S. Thiébault;Berger et al. 2014;_;LOWEST;1;OWE;2;2;_;"[ -6507 ; -5841 ]";na;na;;;
CWM_B101;Lombardia S. (IT);Pavia;Cecima;San Pietro;LIN_VHO;Vhò;B101_SPI#A;14C;HAR-5123;5930;130;intcal20.14c;LSC;Charcoal;na;na;na;Simone 1987;_;LOWEST;1;OWE;2;2;_;"[ -5206 ; -4496 ]";na;na;;;
CWM_D012;Liguria (IT);Imperia;Aquila d'Arroscia ;Stefanin (arma dello);_;Epigravettian;D012_STF#TR-SBA_Level-6/6A;14C;HAR-6915;12700;300;intcal20.14c;LSC;Charcoal;na;na;na;Biagi & Maggi 1987;_;LOWEST;1;OWE;2;2;_;>12000;na;na;;;
CWM_A102;Lombardia N. (IT);Brescia;Bovegno;Laghetti del Crestoso;CST;Castelnovian;A102_LDC#US-2C_Hearth-1#LC1;14C;HAR-8871;6790;120;intcal20.14c;LSC;Charcoal;na;na;na;Baroni & Biagi 1997;_;LOWEST;1;OWE;2;2;_;"[ -5965 ; -5481 ]";A102_LDC_M2;"[-5778 ; -5679] ";5740;;
CWM_A056;Hrvatska (CR);Istarska;Medulin;Vižula;IMP;Impressa (Medulin);A056_VZL#TR-1#A;14C;Hd-11733;6140;70;intcal20.14c;GPC;Bone (na);na;na;na;Chapman & Müller 1990;_;GOOD;3;SLS;3;9;_;"[ -5294 ; -4851 ]";na;na;;;
CWM_A053;Hrvatska (CR);Šibensko-Kninska;Drniš;Škarin Samograd (cave);IMP;Undecorated pottery;A053_ŠKR#TR-2_US-33;14C;Hd-11773;6740;55;intcal20.14c;GPC;Bone (na);na;na;na;Chapman & Müller 1990;_;GOOD;3;SLS;3;9;_;"[ -5732 ; -5556 ] ";A053_SKR;"[-5711 ; -5667]";5700;;
CWM_A053;Hrvatska (CR);Šibensko-Kninska;Drniš;Škarin Samograd (cave);NEO;Impresso  / Danilo mixing;A053_ŠKR#TR-2_US-26;14C;Hd-11885;6780;180;intcal20.14c;GPC;Bone (na);na;na;na;Müller 1994;_;LOWEST;1;na;1;1;_;"[ -6013 ; -5377 ]";na;na;;;
CWM_A053;Hrvatska (CR);Šibensko-Kninska;Drniš;Škarin Samograd (cave);IMP;Impressa;A053_ŠKR#Phase-S2#A;14C;Hd-11950;6780;50;intcal20.14c;GPC;Bone (na);na;na;na;Chapman & Müller 1990;_;GOOD;3;SLS;3;9;_;"[ -5743 ; -5568 ]";A053_SKR;na;5650;;
CWM_A053;Hrvatska (CR);Šibensko-Kninska;Drniš;Škarin Samograd (cave);IMP;Impressa;A053_ŠKR#Phase-S2#B;14C;Hd-11952;6600;100;intcal20.14c;GPC;Bone (na);na;na;na;Chapman & Müller 1990;_;LOWEST;1;SLS;3;3;_;"[ -5711 ; -5369 ]";na;na;;;
CWM_A056;Hrvatska (CR);Istarska;Medulin;Vižula;IMP;Impressa (Medulin);A056_VZL#TR-1#B;14C;Hd-12093;6850;180;intcal20.14c;GPC;Bone (na);na;na;na;Chapman & Müller 1990;_;LOWEST;1;SLS;3;3;_;"[ -6070 ; -5473 ]";na;na;;;
CWM_A053;Hrvatska (CR);Šibensko-Kninska;Drniš;Škarin Samograd (cave);IMP;Undecorated pottery;A053_ŠKR#TR-2_US-32;14C;Hd-12094;6750;55;intcal20.14c;GPC;Bone (na);Sus scrofa;na;na;Chapman & Müller 1990;_;GOOD;3;SLS;3;9;_;"[ -5736 ; -5559 ]";A053_SKR;"[-5711 ; -5667]";5700;;
CWM_A053;Hrvatska (CR);Šibensko-Kninska;Drniš;Škarin Samograd (cave);IMP;Impressa;A053_ŠKR#TR-1_US-28;14C;Hd-12269;6600;100;intcal20.14c;GPC;Bone (na);na;na;na;Müller 1994;_;LOWEST;1;na;1;1;_;"[ -5711 ; -5369 ]";na;na;;;
CWM_A053;Hrvatska (CR);Šibensko-Kninska;Drniš;Pokrovnik;DKV_DNL;Danilo;A053_PKR#Level-6;14C;Hd-13262/12842;6290;65;intcal20.14c;GPC;Charred seed(s);Triticum monoccum / dicoccum;Caryopsis;na;Chapman & Müller 1990, Müller 1994;_;GOOD;3;SLS;3;9;_;"[ -5465 ; -5054 ]";na;na;;;
CWM_C032;Lazio (IT);Roma;Anguillara Sabazia;Marmotta (La);NEO;Dendro-curve_Wiggle-matching;C032_MRM#post-946_rings-38/48;14C;Hd-20394;6443;18;intcal20.14c;LLGPC;Waterlogged wood;na;na;Dendro_CM1;Fugazzola Delpino et al. 2010;_;HIGHEST;5;SLS;3;15;_;"[ -5472 ; -5371 ]";na;na;;;
CWM_C032;Lazio (IT);Roma;Anguillara Sabazia;Marmotta (La);NEO;Dendro-curve_Wiggle-matching;C032_MRM#post-780_rings-22/33;14C;Hd-20401;6474;21;intcal20.14c;LLGPC;Waterlogged wood;na;na;Dendro_CM1;Fugazzola Delpino et al. 2010;_;HIGHEST;5;SLS;3;15;_;"[ -5476 ; -5376 ]";na;na;;;
CWM_C032;Lazio (IT);Roma;Anguillara Sabazia;Marmotta (La);NEO;Dendro-curve_Wiggle-matching;C032_MRM#post-946_rings-78/88;14C;Hd-20411;6425;21;intcal20.14c;LLGPC;Waterlogged wood;na;na;Dendro_CM1;Fugazzola Delpino et al. 2010;_;HIGHEST;5;SLS;3;15;_;"[ -5471 ; -5330 ]";na;na;;;
CWM_C032;Lazio (IT);Roma;Anguillara Sabazia;Marmotta (La);NEO;Dendro-curve_Wiggle-matching;C032_MRM#post-946_rings-56/68;14C;Hd-20466;6474;20;intcal20.14c;LLGPC;Waterlogged wood;na;na;Dendro_CM1;Fugazzola Delpino et al. 2010;_;HIGHEST;5;SLS;3;15;_;"[ -5476 ; -5376 ]";na;na;;;
CWM_C032;Lazio (IT);Roma;Anguillara Sabazia;Marmotta (La);NEO;Dendro-curve_Wiggle-matching;C032_MRM#post-780_rings-1/13;14C;Hd-20481;6431;24;intcal20.14c;LLGPC;Waterlogged wood;na;na;Dendro_CM1;Fugazzola Delpino et al. 2010;_;HIGHEST;5;SLS;3;15;_;"[ -5473 ; -5332 ]";na;na;;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Udine;Pavia di Udine;LIN_FRL;Friul;A072_PDU#ST-1_US-1;14C;Hd-23489;6106;32;intcal20.14c;LLGPC;Charcoal;na;na;na;Pessina 2006;_;HIGH;4;OWE;2;8;_;"[ -5206 ; -4934 ]";na;na;;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Pozzuolo Del Friuli;Sammardenchia;LIN_FRL;Friul;A072_SMM#F2-VI;14C;Hd-23502;6182;52;intcal20.14c;LLGPC;Charcoal;na;na;na;This paper;pers. comm. A. Pessina (data);GOOD;3;OWE;2;6;_;"[ -5298 ; -4994 ]";A072_SMM_M2;"[-5190 ; -4715] ";4950;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Pozzuolo Del Friuli;Sammardenchia;LIN_FRL;Friul;A072_SMM#126-T1-1A;14C;Hd-23507;6076;21;intcal20.14c;LLGPC;Charcoal;na;na;na;This paper;pers. comm. A. Pessina (data);HIGHEST;5;OWE;2;10;_;"[ -5197 ; -4905 ]";A072_SMM_M2;"[-5190 ; -4715] ";4950;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Pozzuolo Del Friuli;Sammardenchia;LIN_FRL;Friul;A072_SMM#Pit-153_US-4#A;14C;Hd-23518;5983;24;intcal20.14c;LLGPC;Charcoal;na;na;na;Pessina 2006;_;HIGHEST;5;OWE;2;10;_;"[ -4938 ; -4794 ]";A072_SMM_M2;"[-5190 ; -4715] ";4950;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Pozzuolo Del Friuli;Sammardenchia;LIN_FRL;Friul;A072_SMM#Pit-101_US-2#B;14C;Hd-23536;6129;20;intcal20.14c;LLGPC;Charcoal;na;na;na;Pessina 2006;_;HIGHEST;5;OWE;2;10;_;"[ -5206 ; -4991 ]";A072_SMM_M2;"[-5190 ; -4715] ";4950;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Pozzuolo Del Friuli;Sammardenchia;LIN_FRL;Friul;A072_SMM#ST-86_US-1#B;14C;Hd-23544;6128;21;intcal20.14c;LLGPC;Charcoal;na;na;na;Pessina 2006;_;HIGHEST;5;OWE;2;10;_;"[ -5206 ; -4990 ]";A072_SMM_M2;"[-5200 ; -4732] ";5030;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Pozzuolo Del Friuli;Sammardenchia;LIN_FRL;Friul;A072_SMM#Pit-94_US-1;14C;Hd-23600;6108;25;intcal20.14c;LLGPC;Charcoal;na;na;na;This paper;pers. comm. A. Pessina (data);HIGH;4;OWE;2;8;_;"[ -5205 ; -4940 ]";A072_SMM_M2;"[-5190 ; -4715] ";4950;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Pozzuolo Del Friuli;Sammardenchia;LIN_FRL;Friul;A072_SMM#Pit-175_US-1;14C;Hd-23603;5850;26;intcal20.14c;LLGPC;Charcoal;na;na;na;This paper;pers. comm. A. Pessina (data);HIGH;4;OWE;2;8;_;"[ -4791 ; -4616 ]";A072_SMM_M2;"[-5190 ; -4715] ";4950;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#TR-E_Post-31;14C;Hd-26657;5802;40;intcal20.14c;LLGPC;Waterlogged wood;Quercus sp.;na;na;Banchieri 2009;_;HIGH;4;OWE;2;8;_;"[ -4778 ; -4543 ]";A105_ISO;"[-5248 ; -4588]";4770;;
CWM_A104;Lombardia N. (IT);Cremona;Piadena;Vhò Campo Ceresole;LIN_VHO;Vhò;A104_VCC#Pit-18#A;14C;I-11444;6235;470;intcal20.14c;GPC;Charcoal;na;na;na;Bagolini et al. 1990;_;LOWEST;1;na;1;1;_;"[ -6020 ; -4223 ]";na;na;;;
CWM_A104;Lombardia N. (IT);Cremona;Piadena;Vhò Campo Ceresole;LIN_VHO;Vhò;A104_VCC#Pit-18#B;14C;I-11445;6170;110;intcal20.14c;GPC;Charcoal;Quercus / Fraxinus;na;na;Bagolini et al. 1990;_;LOWEST;1;OWE;2;2;_;"[ -5358 ; -4838 ]";na;na;;;
CWM_B093;Emilia (IT);Reggio Nell'Emilia;Ventasso;Monte Bagioletto Alto;CST;Castelnovian ;B093_MBA#TR-9_IV_B21 (black-earth);14C;I-12520;7630;120;intcal20.14c;GPC;Charcoal;na;na;na;Cremaschi et al. 1982;_;LOWEST;1;OWE;2;2;_;"[ -6748 ; -6226 ]";na;na;;;
CWM_B095;Emilia (IT);Piacenza;Travo;Cassa di Risparmio;LIN;Vhò;B095_CDR#A;14C;I-12585;6580;150;intcal20.14c;GPC;Charcoal;na;na;na;Bernabò Brea et al. 1984;_;LOWEST;1;OWE;2;2;_;"[ -5748 ; -5216 ]";na;na;;;
CWM_B093;Emilia (IT);Reggio Nell'Emilia;Ventasso;Monte Bagioletto Alto;CST;Castelnovian ;B093_MBA#TR-3/8_IV-B21 (red-earth);14C;I-12687;7670;120;intcal20.14c;GPC;Charcoal;na;na;na;Cremaschi et al. 1982;_;LOWEST;1;OWE;2;2;_;"[ -6818 ; -6238 ]";na;na;;;
CWM_B095;Emilia (IT);Piacenza;Travo;Cassa di Risparmio;LIN;Vhò;B095_CDR#B;14C;I-12769;6310;105;intcal20.14c;GPC;Charcoal;na;na;na;Bernabò Brea et al. 1984;_;LOWEST;1;OWE;2;2;_;"[ -5475 ; -5027 ]";na;na;;;
CWM_B092;Emilia (IT);Modena;Savignano sul Panaro;Savignano;LIN_FRN;Fiorano;B092_SVG#D;14C;I-12892;6310;210;intcal20.14c;GPC;Charcoal;na;na;na;Bernabò Brea et al. 1990;_;LOWEST;1;OWE;2;2;_;"[ -5628 ; -4784 ]";na;na;;;
CWM_B095;Emilia (IT);Piacenza;Travo;Casa Gazza;LIN_VHO;Vhò;B095_CGA#A;14C;I-13798;6130;160;intcal20.14c;GPC;Charcoal;na;na;na;Bernabò Brea 2004;_;LOWEST;1;OWE;2;2;_;"[ -5468 ; -4696 ]";na;na;;;
CWM_B095;Emilia (IT);Piacenza;Travo;Casa Gazza;LIN_VHO;Vhò;B095_CGA#B;14C;I-13799;5830;210;intcal20.14c;GPC;Charcoal;na;na;na;Bernabò Brea 2004;_;LOWEST;1;OWE;2;2;_;"[ -5214 ; -4259 ]";na;na;;;
CWM_B011;Puglia (IT);Lecce;Nardò;Serra Cicora;IMP_GDN;Impressa (Evolute / Finale-Graffita);B011_SCI#TR-I43-Pit-99;14C;KIA-10287;6679;54;intcal20.14c;AMS;Charcoal;na;na;na;Ingravallo 2006;_;GOOD;3;OWE;2;6;_;"[ -5708 ; -5482 ]";na;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);LIN_GBN;Gaban;A091_GBN#Level-D;14C;KIA-10362;7283;38;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;HIGH;4;OWE;2;8;_;"[ -6226 ; -6068 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);CST;Castelnovian (Late ?);A091_GBN#Level-E;14C;KIA-10363;6968;41;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;HIGH;4;OWE;2;8;_;"[ -5975 ; -5741 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);CST;Castelnovian (Early ?);A091_GBN#Level-FA#A;14C;KIA-10364;7971;42;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;HIGH;4;OWE;2;8;_;"[ -7043 ; -6697 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);CST;Castelnovian (Early ?);A091_GBN#Level-FA#D;14C;KIA-10365;8323;63;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;GOOD;3;OWE;2;6;_;"[ -7527 ; -7180 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);CST;Castelnovian (Early ?);A091_GBN#Level-FA#B;14C;KIA-10366;7725;49;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;HIGH;4;OWE;2;8;_;"[ -6641 ; -6466 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);CST;Castelnovian (Early ?);A091_GBN#Level-FA#C;14C;KIA-10367;7902;55;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;GOOD;3;OWE;2;6;_;"[ -7033 ; -6643 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);EME;Sauveterrian (late);A091_GBN#Level-FB;14C;KIA-10368;8193;66;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;GOOD;3;OWE;2;6;_;"[ -7451 ; -7054 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);EME;Sauveterrian (middle);A091_GBN#Level-FC(F13);14C;KIA-10369;8509;44;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;GOOD;3;OWE;2;6;_;"[ -7593 ; -7509 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Piazzina di Martignano;Gaban (riparo);EME;Sauveterrian (middle);A091_GBN#Level-FC(F16);14C;KIA-10370;8847;57;intcal20.14c;AMS;Charcoal;na;na;na;Koz?owski & Dalmeri 2002;_;GOOD;3;OWE;2;6;_;"[ -8219 ; -7755 ]";A091_GBN;na;;;
CWM_A091;Trentino-Alto Adige (IT);Trento;Mezzocorona;Borgonuovo;EME;Sauveterrian;A091_BRG#US-148;14C;KIA-12446;7797;43;intcal20.14c;AMS;Bone collagen;na;na;na;Dalmeri et al. 2002;_;HIGH;4;na;1;4;_;"[ -6738 ; -6496 ]";A091_BRG_M2;na;6620;;
CWM_B014;Puglia (IT);Bari;Modugno;Balsignano;TFW_SDA;Bande Rosse / Serra d'Alto;B014_BLS#Burial2#A;14C;KiA-13414;5783;39;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;na;Radina 2006;_;HIGH;4;SLS;3;12;Stable isotope analysis missing;"combined[ -4604 ; -4447 ]";B014_BLS;na;4520;;
