Code_Region;Region / Country;Department / District;Municipality;Site;Cultural_complex;Cultural_aspect;Event_id.;Method_1;Lab_count_id.;14C_age_BP;STD;Curve;Method_2;Material;Generic_Specific_id.;Anatomical_id.;Identified_by;Reference(s);Comment_1;STD_accuracy;Accuracy_score;Material_reliability;Reliability_score;Quality_score;Comment_2;HPD_IntCal20;ChronoModel_id.;BMAP_EMAP;MACT-1;MACT-2;MACT-3
CWM_C051;Corse (FR);Corse-du-Sud;Sollacaro;Campu Stefanu (abri de);EME;Early Mesolithic;C051_CST#Burial#A;14C;AA-097;7920;35;intcal20.14c;AMS;Bone bioapatite;Homo sapiens;Femur;P. Courtaud;Courtaud et al. 2014;_;HIGH;4;BULK;1;4;_;"[ -7031 ; -6652 ]";na;na;;;
CWM_C051;Corse (FR);Corse-du-Sud;Sollacaro;Campu Stefanu (abri de);EME;Early Mesolithic;C051_CST#US-119;14C;AA-098;7700;30;intcal20.14c;AMS;Bone bioapatite;Prolagus sp.;na;P. Courtaud;Courtaud et al. 2014;_;HIGH;4;BULK;1;4;_;"[ -6595 ; -6463 ]";na;na;;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;NA;Natural deposit;D041_LAL#Sed-Phase-8C_US-5;14C;AA-24896;6895;60;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5966 ; -5662 ]";D041_LAL;na;;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;NA;Natural deposit;D041_LAL#Sed-Phase-9B_US-42;14C;AA-24897;6705;60;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5720 ; -5484 ]";D041_LAL;na;;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;NA;Natural deposit;D041_LAL#Sed-Phase-5_US-64B;14C;AA-24898;7535;65;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -6473 ; -6238 ]";D041_LAL;na;;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;ICC;Cardial (LAL-N1/2);D041_LAL#Sed-Phase-10_ditch_pit-76;14C;AA-32638;6560;65;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5622 ; -5379 ]";D041_LAL;"[-5589 ; -5373] ";5540;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;ICC;Cardial (LAL-N1/2);D041_LAL#Sed-Phase-10_ditch_pit-73;14C;AA-32639;6420;65;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5480 ; -5219 ]";D041_LAL;"[-5589 ; -5373] ";5540;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;ICC;Cardial (LAL-N1/2);D041_LAL#Sed-Phase-9D_ditch_pit-120;14C;AA-32641;6585;60;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5627 ; -5407 ]";D041_LAL;"[-5589 ; -5373] ";5540;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;CST;Castelnovian;D041_LAL#Sed-Phase-6A_Z1/6/G3-5_Hearth;14C;AA-32642;7315;65;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -6367 ; -6029 ]";D041_LAL;na;6150;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;EPI_GZ3;Epicardial (LAL-N4);D041_LAL#Sed-Phase-17_cobbling-8;14C;AA-32644;6220;60;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5309 ; -5012 ]";D041_LAL;"[-5200 ; -5079]";5130;;
CWM_C051;Corse (FR);Corse-du-sud;Bonifacio;Monte Leone (abri de);EME;Early Mesolithic;C051_MLE#Layer-2A;14C;AA-35788;7930;85;intcal20.14c;AMS;Charcoal;na;na;na;Costa et al. 2003;_;LOW;2;OWE;2;4;_;"[ -7054 ; -6604 ]";na;na;;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;NA;Natural deposit;D041_LAL#Sed-Phase-13D_US-12B;14C;AA-39154;6373;57;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5472 ; -5218 ]";D041_LAL;na;;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;NA;Natural deposit;D041_LAL#Sed-Phase-5AE_US-179;14C;AA-39155;9294;69;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -8707 ; -8305 ]";na;na;;;
CWM_D041;Auvergne-Rhône-Alpes (FR);Drôme;Espeluche;Lalo;ICC;Cardial (LAL-N1/2);D041_LAL#Sed-Phase-10_US-175_soil;14C;AA-39156;6662;61;intcal20.14c;AMS;Charcoal;na;na;na;Berger et al. 2016;_;GOOD;3;OWE;2;6;_;"[ -5703 ; -5479 ]";D041_LAL;"[-5589 ; -5373] ";5540;;
CWM_C023;Sicilia (IT);Agrigento;Palma Di Montechiaro;Piano Vento;KRN;na;C023_PVE#TR-A10_IV;14C;AA-4474;6130;90;intcal20.14c;AMS;Charcoal;na;na;na;Skeates 1994;_;LOW;2;OWE;2;4;_;"[ -5302 ; -4837 ]";na;na;;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6B#D;14C;AA-53291;6233;64;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5318 ; -5009 ]";D042_OUL;"[-5479 ; -5296] ";5350;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');EPI_TVC;Epicardial;D042_OUL#Layer-C5#A;14C;AA-53292;6210;69;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5316 ; -4990 ]";D042_OUL;"[-5006 ; -4943] ";4990;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');EPI_TVC;Epicardial;D042_OUL#Layer-C5#B;14C;AA-53293;6168;63;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5299 ; -4944 ]";D042_OUL;"[-5006 ; -4943] ";4990;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6A#C;14C;AA-53294;6233;64;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5318 ; -5009 ]";D042_OUL;"[-5251 ; -5063]";5170;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6B#E;14C;AA-53295;6363;65;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5471 ; -5216 ]";D042_OUL;"[-5479 ; -5296] ";5350;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6A#A;14C;AA-53296;6191;63;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5305 ; -4991 ]";D042_OUL;"[-5251 ; -5063]";5170;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Guspini;Rio Saboccu;LIN;Lineare tosco-laziale Cf.;C041_RSA#Pit-2 (inf)#B;14C;AA-58899;6266;48;intcal20.14c;AMS;Charcoal;Arbutus unedo;na;na;Luglié et al. 2009;_;HIGH;4;SLS;3;12;_;"[ -5329 ; -5058 ]";C041_RSA;"[-5277 ; -5130]";5270;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6#B;14C;AA-61623;6398;77;intcal20.14c;AMS;Bone collagen;Ovis aries;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);LOW;2;SLS;3;6;_;"[ -5480 ; -5213 ]";D042_OUL;"[-5494 ; -5089] ";_;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6A#B;14C;AA-61624;6291;66;intcal20.14c;AMS;Bone collagen;Ovis aries;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5466 ; -5053 ]";D042_OUL;"[-5251 ; -5063]";5170;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6A#E;14C;AA-61627;6101;66;intcal20.14c;AMS;Bone collagen;na;na;"J.-D. Vigne; D. Helmer";Vigne, inedit;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5210 ; -4878 ]";na;"[-5251 ; -5063]";5170;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6B#A;14C;AA-61629;6386;67;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5475 ; -5217 ]";D042_OUL;"[-5479 ; -5296] ";5350;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6B#B;14C;AA-61630;6336;67;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5473 ; -5124 ]";D042_OUL;"[-5479 ; -5296] ";5350;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6B#C;14C;AA-61631;6407;67;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5478 ; -5218 ]";D042_OUL;"[-5479 ; -5296] ";5350;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6#A;14C;AA-61632;6421;68;intcal20.14c;AMS;Bone collagen;Capra hircus;na;"J.-D. Vigne; D. Helmer";Fernández et al. 2006;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5514 ; -5219 ]";D042_OUL;"[-5494 ; -5089] ";_;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Terrasse Porco_upstream;LIN_VHO;Vhò Cf.;B112_OTP#Level-cm23;14C;AA-62120;5847;47;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -4831 ; -4551 ]";B112_OJQ;"[-5254 ; -4701]";4930;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Terrasse Porco_upstream;LIN_VHO;Vhò Cf.;B112_OTP#Level-cm26;14C;AA-62121;6110;48;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -5208 ; -4904 ]";B112_OJQ;"[-5254 ; -4701]";4930;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Terrasse Porco_upstream;LIN_VHO;Vhò Cf.;B112_OTP#Level-cm32;14C;AA-62122;6146;49;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -5213 ; -4949 ]";B112_OJQ;"[-5254 ; -4701]";4930;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Terrasse Porco_upstream;LIN_VHO;Vhò Cf.;B112_OTP#Level-cm27;14C;AA-62123;5959;49;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -4983 ; -4718 ]";B112_OJQ;"[-5254 ; -4701]";4930;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Terrasse Porco_upstream;LIN_VHO;Vhò Cf.;B112_OTP#Level-cm38;14C;AA-62124;6231;48;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -5308 ; -5047 ]";B112_OJQ;"[-5254 ; -4701]";4930;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Terrasse Porco_upstream;LIN_VHO;Vhò Cf.;B112_OTP#Level-cm34;14C;AA-62125;5931;48;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -4936 ; -4710 ]";B112_OJQ;"[-5254 ; -4701]";4930;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6#C;14C;AA-62268;6185;68;intcal20.14c;AMS;Bone collagen;Sus scrofa (wild);na;"J.-D. Vigne; D. Helmer";Frantz et al. 2019;_;GOOD;3;SLS;3;9;_;"[ -5304 ; -4951 ]";D042_OUL;"[-5494 ; -5089] ";_;;
CWM_D042;Auvergne-Rhône-Alpes (FR);Ardèche;Labastide-de-Virac;Oullins / Oulen (baume d');CRD_ZFI;Cardial;D042_OUL#Layer-C6A#D;14C;AA-62269;6361;66;intcal20.14c;AMS;Bone collagen;Sus scrofa (domestic);na;"J.-D. Vigne; D. Helmer";Frantz et al. 2019;pers. comm. J.D. Vigne (context);GOOD;3;SLS;3;9;_;"[ -5471 ; -5215 ]";D042_OUL;"[-5251 ; -5063]";5170;;
CWM_C042;Sardegna (IT);Oristano;Terralba;Punta Marceddi (Sa);LIN;Lineare tosco-laziale Cf.;C042_PMA#US-11#A;14C;AA-65493;6325;86;intcal20.14c;AMS;Bone collagen;na;Cranium;na;Luglié et al. 2012;_;LOW;2;SLS;3;6;_;"[ -5473 ; -5063 ]";na;na;;;
CWM_C042;Sardegna (IT);Oristano;Terralba;Punta Marceddi (Sa);LIN;Lineare tosco-laziale Cf.;C042_PMA#US-11#B;14C;AA-65495;5984;140;intcal20.14c;AMS;Bone collagen;Ovis / Capra;Tooth;na;Luglié et al. 2012;_;LOWEST;1;SLS;3;3;_;"[ -5215 ; -4542 ]";na;na;;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Belvedere (rock-shelter);LIN_VHO;Vhò Cf.;B112_OBB#Level-cm16;14C;AA-66515;6222;44;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -5304 ; -5045 ]";B112_OJQ;"[-5220 ; -5025]";5080;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Belvedere (rock-shelter);LIN_VHO;Vhò Cf.;B112_OBB#Level-cm17;14C;AA-66516;5993;61;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;GOOD;3;OWE;2;6;_;"[ -5025 ; -4724 ]";B112_OJQ;"[-5220 ; -5025]";5080;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Belvedere (rock-shelter);LIN_VHO;Vhò Cf.;B112_OBB#Level-cm19;14C;AA-66517;6212;71;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;GOOD;3;OWE;2;6;_;"[ -5320 ; -4988 ]";B112_OJQ;"[-5220 ; -5025]";5080;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Puymirole (rock-shelter);_;Chassey Cf.;B112_OBP#Sample-A;14C;AA-75017;5044;37;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -3953 ; -3712 ]";na;na;_;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Puymirole (rock-shelter);LIN_VHO;Vhò Cf.;B112_OBP#Sample-B;14C;AA-75018;6005;43;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;HIGH;4;OWE;2;8;_;"[ -5003 ; -4787 ]";B112_OJQ;"[-4900 ; -4641]";4880;4640;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Puymirole (rock-shelter);_;Vhò / SMP Cf.;B112_OBP#Sample-C;14C;AA-75019;5791;50;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2006;_;GOOD;3;OWE;2;6;_;"[ -4782 ; -4503 ]";B112_OJQ;"[-4900 ; -4641]";4880;4640;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Herminette (rock-shelter);LIN_VHO;Vhò Cf.;B112_OBH#Sample-A;14C;AA-75020;6121;40;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2012;_;HIGH;4;OWE;2;8;_;"[ -5207 ; -4944 ]";B112_OJQ;"[-5096 ; -4917] ";5000;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Herminette (rock-shelter);LIN_VHO;Vhò Cf.;B112_OBH#Sample-C;14C;AA-75021;6040;40;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2012;_;HIGH;4;OWE;2;8;_;"[ -5042 ; -4801 ]";B112_OJQ;"[-5096 ; -4917] ";5000;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Bulè - Herminette (rock-shelter);LIN_VHO;Vhò Cf.;B112_OBH#Sample-D;14C;AA-75022;6107;43;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2012;_;HIGH;4;OWE;2;8;_;"[ -5207 ; -4906 ]";B112_OJQ;"[-5096 ; -4917] ";5000;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Sirri;Carroppu (Su);EME;na;C041_CRR#Test-B_Level-4inf_Burial#C;14C;AA-75645;8620;80;intcal20.14c;AMS;Bone collagen;Homo sapiens;Tibia;na;Luglié 2018;_;LOW;2;SLS;3;6;Stable isotope analysis missing;"combined[ -8161 ; -7592 ]";na;na;;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Portoscuso;Stangioni (Su);CRD;Cardial;C041_STN#Pit-1#C;14C;AA-75653;6327;41;intcal20.14c;AMS;Charcoal;na;na;na;Luglié 2018;_;HIGH;4;OWE;2;8;_;"[ -5458 ; -5213 ]";C041_STN;"[-5364 ; -5237] ";5330;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Portoscuso;Stangioni (Su);CRD;Cardial;C041_STN#Pit-1#B;14C;AA-75654;6341;46;intcal20.14c;AMS;Charcoal;na;na;na;Luglié 2018;_;HIGH;4;OWE;2;8;_;"[ -5467 ; -5213 ]";C041_STN;"[-5364 ; -5237] ";5330;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Sirri;Carroppu (Su);CRD;Cardial (BFP ?);C041_CRR#TR-B_Level-4 (middle);14C;AA-80543;6156;93;intcal20.14c;AMS;Bone collagen;Sus scrofa;na;na;Luglié 2014;_;LOW;2;SLS;3;6;_;"[ -5308 ; -4846 ]";C041_CRR;"[-5438 ; -5084]";5380;;
CWM_C042;Sardegna (IT);Oristano;Cabras;Cuccuru is Arrius ;PCRD;na;C042_CIA#ST-422_Level-5;14C;AA-80543;6040;80;intcal20.14c;AMS;Bone collagen;na;na;na;Luglié 2018;_;LOW;2;SLS;3;6;_;"[ -5206 ; -4728 ]";na;na;;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Sirri;Carroppu (Su);EME;na;C041_CRR#Test-B_Level-4inf_Burial#B;14C;AA-80544;8780;130;intcal20.14c;AMS;Bone collagen;Homo sapiens;Epiphysis;na;Luglié 2018;_;LOW;2;SLS;3;6;Stable isotope analysis missing;"combined[ -8161 ; -7592 ]";na;na;;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Sirri;Carroppu (Su);EME;na;C041_CRR#Test-B_Level-4inf_Burial#A;14C;AA-80545;9200;180;intcal20.14c;AMS;Bone collagen;Homo sapiens;Humerus;na;Luglié 2018;_;LOW;2;SLS;3;6;Stable isotope analysis missing;"combined[ -8161 ; -7592 ]";na;na;;;
CWM_C041;Sardegna (IT);Sud-Sardegna;Portoscuso;Stangioni (Su);CRD;Cardial;C041_STN#Pit-1#A;14C;AA-80547 ;6359;43;intcal20.14c;AMS;Charred seed(s);na;Fruit;na;Luglié 2018;_;HIGH;4;SLS;3;12;_;"[ -5470 ; -5217 ]";C041_STN;"[-5364 ; -5237] ";5330;;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Cercle des Blocs;LIN_VHO;Vhò Cf.;B112_OCB#Level-cm42;14C;AA-80983;6401;46;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2012;_;HIGH;4;OWE;2;8;_;"[ -5473 ; -5230 ]";B112_OJQ;"[-5370 ; -4766]";5370;4780;
CWM_B112;Piemonte (IT);Cuneo;Oncino Jade Quarries;Cercle des Blocs;LIN_VHO;Vhò Cf.;B112_OCB#Level-cm25;14C;AA-80984;5898;44;intcal20.14c;AMS;Charcoal;na;na;na;Pétrequin et al. 2012;_;HIGH;4;OWE;2;8;_;"[ -4897 ; -4678 ]";B112_OJQ;"[-5370 ; -4766]";5370;4780;
CWM_B052;Abruzzo (IT);L'Aquila;Lecce nei Marsi;Rio Tana;IMP_MAD;Impressa (Medio-adriatica);B052_RTA#US-3;14C;AECV-2011C;6790;70;intcal20.14c;na;Charcoal;na;na;na;D'Ercole et al. 2001;_;GOOD;3;OWE;2;6;_;"[ -5831 ; -5562 ]";na;na;;;
CWM_B052;Abruzzo (IT);L'Aquila;Lecce nei Marsi;Rio Tana;IMP_MAD;Impressa (Medio-adriatica);B052_RTA#US-5;14C;AECV-2012C;6860;60;intcal20.14c;na;Charcoal;na;na;na;D'Ercole et al. 2001;_;GOOD;3;OWE;2;6;_;"[ -5881 ; -5633 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Bodio Lomnago;Pizzo di Bodio;LIN_ISO;Isolino;A105_PDB#US-212C;14C;B-5087;5730;40;intcal20.14c;GPC;Charcoal;na;na;na;Banchieri & Balista 1994;_;HIGH;4;OWE;2;8;_;"[ -4686 ; -4458 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Bodio Lomnago;Pizzo di Bodio;LIN_ISO;Isolino;A105_PDB#US-238;14C;B-5088;6060;50;intcal20.14c;GPC;Charcoal;na;na;na;Banchieri & Balista 1994;_;GOOD;3;OWE;2;6;_;"[ -5204 ; -4799 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Bodio Lomnago;Pizzo di Bodio;LIN_ISO;Isolino;A105_PDB#US-271;14C;B-5090;6320;80;intcal20.14c;GPC;Charcoal;na;na;na;Banchieri & Balista 1994;_;LOW;2;OWE;2;4;_;"[ -5472 ; -5067 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Bodio Lomnago;Pizzo di Bodio;LIN_ISO;Isolino;A105_PDB#US-360;14C;B-5329;5710;90;intcal20.14c;GPC;Charcoal;na;na;na;Banchieri & Balista 1994;_;LOW;2;OWE;2;4;_;"[ -4771 ; -4356 ]";na;na;;;
CWM_D011;Liguria (IT);Savona;Finale Ligure;Arene Candide (caverna delle);SMP;SMP1 Cf.;D011_ACN#LBB_Burial-3#041;14C;Beta 109801;5790;60;intcal20.14c;AMS;Bone collagen;Homo sapiens;Costa;V. Sparacello;Sparacello et al. 2020;_;GOOD;3;SLS;3;9;_;"[ -4784 ; -4499 ]";na;na;;;
CWM_A051;Hrvatska (CR);Splitsko-Dalmatinska;Hvar (otok);Grap?eva (spilja);DKV_DNL;Danilo polychrome;A052_GRP#TR-0_US-1390;14C;Beta-103487;6000;80;intcal20.14c;AMS;Charcoal;na;na;na;Forenbaher & Kaiser 2000;pers. comm. R. Hatfield (method);LOW;2;OWE;2;4;_;"[ -5204 ; -4705 ]";na;na;;;
CWM_A051;Hrvatska (CR);Splitsko-Dalmatinska;Hvar (otok);Grap?eva (spilja);IMP_ARC;Impressa;A052_GRP#TR-0_US-1400;14C;Beta-103488;7030;60;intcal20.14c;AMS;Charcoal;na;na;na;Forenbaher & Kaiser 2000;pers. comm. R. Hatfield (method);GOOD;3;OWE;2;6;_;"[ -6016 ; -5767 ]";na;na;;;
CWM_D024;Provence-Alpes-Côte d'Azur (FR);Vaucluse;Lamotte-du-Rhône;Petites-Bâties (les);NA;na;D024_PBA#TR-3_Hearth-1411#3220;14C;Beta-103859/OxA;31200;310;intcal20.14c;AMS;Charcoal;Quercus sp.;5 small pieces;S. Thiébault;Binder et al. 2002;_;LOWEST;1;OWE;2;2;_;>12000;na;na;;;
CWM_D024;Provence-Alpes-Côte d'Azur (FR);Vaucluse;Lamotte-du-Rhône;Petites-Bâties (les);_;Bell Beaker;D024_PBA#TR-4_Pottery-13103#content-13436;14C;Beta-103860/OxA;3890;40;intcal20.14c;AMS;Charcoal;Varia incl. Quercus sp.;Several small pieces;S. Thiébault;Binder et al. 2002;_;HIGH;4;OWE;2;8;_;"[ -2468 ; -2207 ]";na;na;;;
CWM_D024;Provence-Alpes-Côte d'Azur (FR);Vaucluse;Lamotte-du-Rhône;Petites-Bâties (les);NA;Predating Early Bronze age;D024_PBA#TR-4_Ditch-6200 (cm52)#13986;14C;Beta-103861/OxA;630;30;intcal20.14c;AMS;Charcoal;na;Single piece;S. Thiébault;Binder et al. 2002;_;HIGH;4;OWE;2;8;_;<2200;na;na;;;
CWM_D024;Provence-Alpes-Côte d'Azur (FR);Vaucluse;Lamotte-du-Rhône;Petites-Bâties (les);CRD_ZFI;Cardial;D024_PBA#TR-2East_Hearth-7192#16116;14C;Beta-103862/OxA;6290;50;intcal20.14c;AMS;Charcoal;Quercus sp.;Several pieces (10);S. Thiébault;Binder et al. 2002;_;GOOD;3;OWE;2;6;_;"[ -5369 ; -5072 ]";D024_PBA;"[-5303 ; -5113] ";5260;;
