ID;SiteName;LFSite;SiteType;Country;Period;PhaseCode;LabCode;C14Age;C14SD;Material;MaterialSpecies;AnatomicalParts;Reliability;tpq;taq;Longitude;Latitude;bib;bib_url;;
3322;Sous-le-Scex;;BU;Swiss;EN;Layer 12, Burial 6;ETH-16197;5150;65;human bone;Homo sapiens;n/a;;-4224;-3777;7,364469;46,232529;Piguet 2011;Piguet11;;
3312;Sous-le-Scex;;BU;Swiss;EN;Layer 16b, Burial 13;ETH-16198;5747;75;human bone;Homo sapiens;n/a;;-4786;-4408;7,364469;46,232529;Piguet 2011;Piguet11;;
3319;Sous-le-Scex;;BU;Swiss;EN;Layer 16a, Burial 20;ETH-16200;5570;65;human bone;Homo sapiens;n/a;;-4544;-4268;7,364469;46,232529;Piguet 2011;Piguet11;;
3320;Sous-le-Scex;;BU;Swiss;EN;Layer 16a, Burial 4;ETH-16201;5340;60;human bone;Homo sapiens;n/a;;-4331;-4000;7,364469;46,232529;Piguet 2011;Piguet11;;
3314;Sous-le-Scex;;BU;Swiss;EN;Layer 17, Burial 24;ETH-16203;5715;65;human bone;Homo sapiens;n/a;;-4716;-4371;7,364469;46,232529;Piguet 2011;Piguet11;;
3321;Sous-le-Scex;;BU;Swiss;EN;Layer 13, Burial 8;ETH-17642;5160;60;human bone;Homo sapiens;n/a;;-4222;-3792;7,364469;46,232529;Piguet 2011;Piguet11;;
3323;Sous-le-Scex;;BU;Swiss;EN;Layer 11, Burial 3;ETH-17643;5070;65;human bone;Homo sapiens;n/a;;-3985;-3659;7,364469;46,232529;Piguet 2011;Piguet11;;
1726;Carrara San Francesco;;OP;Italy;EN;Burial 2;ETH-21724;6080;65;human bone;Homo sapiens;n/a;;-5210;-4839;16,502;41,241;Fiorentino et al. 2013;https://doi.org/10.1177/0959683613486942;;
114;Susac;;;Croatia;EN;n/a;ETH-22912;6925;65;n/a;n/a;n/a;;-5980;-5671;16,505844;42,761885;Forenbaher et al. 2013;https://doi.org/10.1179/1461957113Y.0000000038;;
782;Grotte du Mourre de la Barque;Mourre de la Barque;GR;France;EN;C6;ETH-26417;6305;55;organic;n/d;caramel;;-5468;-5072;5,663;43,655;Willigen et al. 2009;https://doi.org/10.1017/S0033822200056137;;
541;Baume d'Oullins;Oullins / Oulen (baume d');GR;France;EN;Layer 6;ETH-27972;6510;60;animal bone;Bos sp.;n/a;;-5616;-5333;4,456943;44,342326;Manning et al. 2016;https://doi.org/10.5334/joad.40;;
551;Baume d'Oullins;Oullins / Oulen (baume d');GR;France;EN;Layer 6;ETH-27973;6265;65;animal bone;n/d;n/a;;-5371;-5044;4,456943;44,342326;Courtin 1976;Courtin76;;
553;Baume d'Oullins;Oullins / Oulen (baume d');GR;France;EN;Layer 6;ETH-27974;6250;60;animal bone;Bos sp.;n/a;;-5357;-5041;4,456943;44,342326;Manning et al. 2016;https://doi.org/10.5334/joad.40;;
548;Baume d'Oullins;Oullins / Oulen (baume d');GR;France;EN;Layer 6;ETH-27975;6360;60;animal bone;n/d;n/a;;-5473;-5216;4,456943;44,342326;Manen et al. 2018;https://doi.org/10.1017/RDC.2018.98;;
785;Grotte du Mourre de la Barque;Mourre de la Barque;GR;France;EN;D4;ETH-27978;6165;65;animal bone;n/d;n/a;;-5302;-4939;5,663;43,655;Willigen et al. 2009;https://doi.org/10.1017/S0033822200056137;;
784;Grotte du Mourre de la Barque;Mourre de la Barque;GR;France;EN;D4;ETH-27979;6225;60;animal bone;n/d;n/a;;-5315;-5011;5,663;43,655;Willigen et al. 2009;https://doi.org/10.1017/S0033822200056137;;
783;Grotte du Mourre de la Barque;Mourre de la Barque;GR;France;EN;D4;ETH-27980;6285;65;animal bone;n/d;n/a;;-5466;-5051;5,663;43,655;Willigen et al. 2009;https://doi.org/10.1017/S0033822200056137;;
786;Grotte du Mourre de la Barque;Mourre de la Barque;GR;France;EN;D4;ETH-27981;6065;65;animal bone;n/d;n/a;;-5209;-4798;5,663;43,655;Willigen et al. 2009;https://doi.org/10.1017/S0033822200056137;;
2541;Villandro/Villanders;Villandro - Plunaker;OP;Italy;MN;US 30, tg 1, sect D/2;ETH-30051;5555;75;wood charcoal;n/d;n/a;;-4548;-4251;11,540357;46,63156;Nisbet 2008;Nisbet08;;
2544;Villandro/Villanders;Villandro - Plunaker;OP;Italy;MN;US 30, tg 6, sect 13;ETH-30053;5425;60;wood charcoal;n/d;n/a;;-4437;-4054;11,540357;46,63156;Nisbet 2008;Nisbet08;;
2543;Villandro/Villanders;Villandro - Plunaker;OP;Italy;EN;US 30 T.4 S.40;ETH-30054;5475;60;n/a;n/a;n/a;;-4452;-4080;11,540357;46,63156;Facchinetti 2012;Facchinetti12;;
2545;Villandro/Villanders;Villandro - Plunaker;OP;Italy;EN;US 30 T.5 S.41;ETH-30055;5420;60;n/a;n/a;n/a;;-4361;-4053;11,540357;46,63156;Facchinetti 2012;Facchinetti12;;
2537;Villandro/Villanders;Villandro - Plunaker;OP;Italy;EN;US 30 T.7 S.40;ETH-30057;6920;60;n/a;n/a;n/a;;-5977;-5673;11,540357;46,63156;Facchinetti 2012;Facchinetti12;;
2539;Villandro/Villanders;Villandro - Plunaker;OP;Italy;EN;US 30, tg 8, sect 42;ETH-30058;6050;60;wood charcoal;n/d;n/a;;-5208;-4792;11,540357;46,63156;Mottes 2013;Mottes13;;
2538;Villandro/Villanders;Villandro - Plunaker;OP;Italy;EN;US 30 tg 9;ETH-30059;6105;60;wood charcoal;n/d;n/a;;-5212;-4848;11,540357;46,63156;Mottes 2013;Mottes13;;
3134;La Draga;;OP;Spain;EN;n/a;ETH-88875;6110;25;plant seed;Triticum aestivum/durum;n/a;;-5208;-4942;2,758536;42,126877;Salavert et al. 2020;https://doi.org/10.1038/s41598-020-76924-3;;
2752;Coro Trasito;;RK;Spain;EN;Layer 3006 base, Test pit;ETH-88905;5928;75;plant seed;Hordeum vulgare var. nudum;n/a;;-5000;-4611;0,177973;42,595563;Gassiot et al. 2019;Gassiot19;;
2755;Coro Trasito;;RK;Spain;EN;Layer 3005-inferior;ETH-88906;5609;25;plant seed;Corylus avellana;n/a;;-4496;-4358;0,177973;42,595563;Gassiot et al. 2019;Gassiot19;;
3240;Abri Freymond;;RK;Swiss;EM;Layer 4c inf. 4d;ETH-9570;7745;85;wood charcoal;n/d;n/a;;-6822;-6426;6,4167;46,6334;Perrin 2001;Perrin01;;
1928;Grotta delle Soppressate;;GR;Italy;LM;Layer C;F-33;7540;135;shell;n/d;n/a;;-6642;-6086;14,486275;40,629856;Azzi et al. 1973;https://doi.org/10.1017/S0033822200008948;;
1679;Arma di Nasino;Nasino (arma di);RK;Italy;EN;IX oben;F-7;6050;130;wood charcoal;n/d;n/a;;-5307;-4680;8,03115;44,112705;Alessio et al. 1968;https://doi.org/10.1017/S003382220001095X;;
1681;Arma di Nasino;Nasino (arma di);RK;Italy;EN;IX unten;F-8;6010;130;wood charcoal;n/d;n/a;;-5296;-4603;8,03115;44,112705;Alessio et al. 1968;https://doi.org/10.1017/S003382220001095X;;
2906;Cova d'en Pau;;GR;Spain;MN;n/a;Gak-12409;5620;180;plant seed;Corylus avellana;n/a;;-4897;-4048;2,75;42,1667;Manen & Sabatier 2003;https://doi.org/10.3406/bspf.2003.12868;;
2766;Cova Avellaner;;GR;Spain;EN;Cavidad 1;GaK-12933;5920;180;wood charcoal;n/d;n/a;;-5294;-4372;2,543608;42,074979;Gibaja et al. 2018;https://doi.org/10.21630/maa.2018.69.01;;
3141;La Draga;;OP;Spain;EN;E6-foyer;Gak-15223;5710;170;wood charcoal;n/d;n/a;;-4997;-4177;2,758536;42,126877;Manen & Sabatier 2003;https://doi.org/10.3406/bspf.2003.12868;;
3044;Cueva del Toro;;GR;Spain;EN;IIIa-IIIb;GaK-8059;5320;230;wood charcoal;n/d;n/a;;-4671;-3647;-4,538341;36,952892;Juan Cabanilles & Marti Oliver 2002;Cabanilles02;;
3043;Cueva del Toro;;GR;Spain;EN;IIIa-IIIb;GaK-8060;5450;120;wood charcoal;n/d;n/a;;-4536;-3991;-4,538341;36,952892;Juan Cabanilles & Marti Oliver 2002;Cabanilles02;;
2984;Cueva de Nerja;;GR;Spain;LM;unit 5 inf;GaK-8962;7960;200;wood charcoal;n/d;n/a;;-7456;-6453;-3,844529;36,762871;Serrano et al. 1997;https://doi.org/10.1006/qres.1997.1920;;
2994;Cueva de Nerja;;GR;Spain;LM;unit 5 inf;GaK-8963;7160;150;wood charcoal;n/d;n/a;;-6370;-5736;-3,844529;36,762871;Serrano et al. 1997;https://doi.org/10.1006/qres.1997.1920;;
2991;Cueva de Nerja;;GR;Spain;LM;unit 7;GaK-8968;7390;120;plant seed;Cerealia sp.;n/a;;-6453;-6029;-3,844529;36,762871;Serrano et al. 1997;https://doi.org/10.1006/qres.1997.1920;;
3021;Cueva de Nerja;;GR;Spain;MN;unit 6;GaK-8969;5790;140;wood charcoal;n/d;n/a;;-4987;-4353;-3,844529;36,762871;Serrano et al. 1997;https://doi.org/10.1006/qres.1997.1920;;
2995;Cueva de Nerja;;GR;Spain;MN;unit 6;GaK-8971;7160;150;plant seed;Corylus avellana;n/a;;-6370;-5736;-3,844529;36,762871;Carrasco & Martinez 2014;Carrasco14;;
2996;Cueva de Nerja;;GR;Spain;LM;unit 5 inf;GaK-8973;7160;180;plant seed;Corylus avellana;n/a;;-6399;-5721;-3,844529;36,762871;Serrano et al. 1997;https://doi.org/10.1006/qres.1997.1920;;
2986;Cueva de Nerja;;GR;Spain;LM;unit 5 inf;GaK-8974;7890;170;wood charcoal;n/d;n/a;;-7313;-6430;-3,844529;36,762871;Serrano et al. 1997;https://doi.org/10.1006/qres.1997.1920;;
2998;Cueva de Nerja;;GR;Spain;LM;unit 5 inf;GaK-8975;7130;150;wood charcoal;n/d;n/a;;-6365;-5721;-3,844529;36,762871;Serrano et al. 1997;https://doi.org/10.1006/qres.1997.1920;;
2847;Cova de l'Or;;GR;Spain;EN;IV;GANOP-C-11;5980;260;n/a;n/a;n/a;;-5472;-4354;-0,364154;38,84465;Gilman 2003;https://doi.org/10.3989/tp.2003.v60.i2.78;;
2837;Cova de l'Or;;GR;Spain;EN;VI-V;GANOP-C-12;6630;290;plant seed;Cerealia sp.;n/a;;-6209;-4907;-0,364154;38,84465;Alday et al. 2019;https://doi.org/10.1016/j.quaint.2017.10.044;;
2836;Cova de l'Or;;GR;Spain;EN;VI-V;GANOP-C-13;6720;380;n/a;n/a;n/a;;-6416;-4848;-0,364154;38,84465;Alday et al. 2019;https://doi.org/10.1016/j.quaint.2017.10.044;;
3017;Cueva de Nerja;;GR;Spain;EN;Layer II;GdA-2102;6065;40;animal bone;n/d;n/a;;-5204;-4842;-3,844529;36,762871;Garcia-Moreno et al. 2015;https://doi.org/10.5209/rev_CMPL.2015.v26.n1.49342;;
2809;Cova de la Guineu;;GR;Spain;MN;IIA-IIB-IIC;Gif/LSM;5480;60;wood charcoal;n/d;n/a;;-4454;-4169;1,660888;41,421104;Allue 2005;Allue05;;
340;Abri du Capitaine;;RK;France;EN;C18;Gif-1111;6050;150;wood charcoal;n/d;n/a;;-5320;-4604;6,15;43,76;Perrin et al. 2018;https://doi.org/10.1016/j.quaint.2017.05.027;;
1326;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-1280;5470;150;wood charcoal;n/d;n/a;;-4657;-3975;24,007915;37,734305;;;;
736;Grotte de l'Eglise superieure;;GR;France;MN;Layer 8A;Gif-1333;5500;140;wood charcoal;n/d;lot of wood charcoals;;-4673;-3995;6,1334;43,7167;Binder 1987;Binder87;;
735;Grotte de l'Eglise superieure;;GR;France;MN;Layer 8B;Gif-1334;5760;140;wood charcoal;n/d;lot of wood charcoals;;-4942;-4343;6,1334;43,7167;Binder 1987;Binder87;;
3035;Cueva del Nacimiento;;GR;Spain;UM;Layer A Layer  2;Gif-1368;6780;130;wood charcoal;n/d;n/a;;-5971;-5479;-2,6667;38,1167;Juan Cabanilles & Marti Oliver 2002;Cabanilles02;;
1152;Dikili Tash;;;Greece;Middle Neolithic;;Gif-1426;6800;150;wood charcoal;n/d;n/a;;-5988;-5477;24,312335;41,007211;;;;
696;Grotte de Camprafaud;Camprafaud;GR;France;MN;Layer 12-13 (Layer D);Gif-1485;5100;130;wood charcoal;n/d;n/a;;-4237;-3642;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
694;Grotte de Camprafaud;Camprafaud;GR;France;MN;C14-15 (Layer C);Gif-1486;5450;130;wood charcoal;n/d;n/a;;-4543;-3984;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
695;Grotte de Camprafaud;Camprafaud;GR;France;MN;C14-15 (Layer C);Gif-1487;5300;130;wood charcoal;n/d;n/a;;-4440;-3799;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
691;Grotte de Camprafaud;Camprafaud;GR;France;EN;Layer 16;Gif-1488;5900;140;wood charcoal;n/d;n/a;;-5207;-4452;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
692;Grotte de Camprafaud;Camprafaud;GR;France;EN;Layer 17;Gif-1489;5900;140;wood charcoal;n/d;n/a;;-5207;-4452;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
693;Grotte de Camprafaud;Camprafaud;GR;France;EN;Layer 18;Gif-1490;5800;140;wood charcoal;n/d;n/a;;-4988;-4358;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
683;Grotte de Camprafaud;Camprafaud;GR;France;EN;Layer 19;Gif-1491;6300;140;wood charcoal;n/d;n/a;;-5531;-4905;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
709;Grotte de La Tuilerie;;GR;France;EN;Layer IX inf.;Gif-1561;5950;140;wood charcoal;n/d;n/a;;-5212;-4506;6,458745;47,446409;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
1327;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-1610;5350;200;wood charcoal;n/d;n/a;;-4604;-3710;24,007915;37,734305;;;;
1321;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-1612;5700;140;wood charcoal;n/d;n/a;;-4899;-4260;24,007915;37,734305;;;;
1324;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-1670;5550;150;wood charcoal;n/d;n/a;;-4721;-4046;24,007915;37,734305;;;;
494;Baume de Montbolo;;GR;France;EN;Upper gallery;Gif-1709;6450;170;wood charcoal;n/d;lot of wood charcoals;;-5714;-5032;2,65;42,48;Delibrias et al. 1974;Delibrias74;;
1320;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-1729;5750;130;wood charcoal;n/d;n/a;;-4904;-4344;24,007915;37,734305;;;;
1163;Dikili Tash;;;Greece;Middle Neolithic;;Gif-1735;6170;160;wood charcoal;n/d;n/a;;-5473;-4727;24,312335;41,007211;;;;
1157;Dikili Tash;;;Greece;Middle Neolithic;;Gif-1737;6400;160;wood charcoal;n/d;n/a;;-5638;-4991;24,312335;41,007211;;;;
1156;Dikili Tash;;;Greece;Middle Neolithic;;Gif-1740;6450;160;wood charcoal;n/d;n/a;;-5706;-5042;24,312335;41,007211;;;;
661;Gotte d'Unang;Unang (grotte d );GR;France;MN;Layer 3;Gif-1793;5840;130;wood charcoal;n/d;n/a;;-5024;-4370;5,167485;43,996471;Manen & Sabatier 2003;https://doi.org/10.3406/bspf.2003.12868;;
662;Gotte d'Unang;Unang (grotte d );GR;France;MN;Pit 7;Gif-1795;5770;130;wood charcoal;n/d;n/a;;-4933;-4353;5,167485;43,996471;Manen & Sabatier 2003;https://doi.org/10.3406/bspf.2003.12868;;
660;Gotte d'Unang;Unang (grotte d );GR;France;EN;Layer 9, Hearth;Gif-1796;5950;130;wood charcoal;n/d;n/a;;-5209;-4543;5,167485;43,996471;Delibrias et al. 1974;Delibrias74;;
1323;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-1832;5650;130;wood charcoal;n/d;n/a;;-4796;-4248;24,007915;37,734305;;;;
443;Basi;Basi;OP;France;LN;Excavation 1, Layer 5;Gif-1848;5200;120;wood charcoal;n/d;n/a;;-4328;-3714;8,84674;41,747313;Bailloud 1972;Bailloud72;;
442;Basi;Basi;OP;France;LN;Excavation 1, Layer 5;Gif-1849;5250;120;wood charcoal;n/d;n/a;;-4340;-3797;8,84674;41,747313;Bailloud 1972;Bailloud72;;
444;Basi;Basi;OP;France;LN;Excavation 1, Layer 5;Gif-1850;5200;120;wood charcoal;n/d;n/a;;-4328;-3714;8,84674;41,747313;Bailloud 1972;Bailloud72;;
441;Basi;Basi;OP;France;LM;Excavation 1, Layer 7;Gif-1851;7700;150;wood charcoal;n/d;n/a;;-7034;-6246;8,84674;41,747313;Bailloud 1972;Bailloud72;;
876;Le Baratin;Baratin (le);OP;France;EN;Hut 1;Gif-1855;6600;140;wood charcoal;n/d;n/a;;-5773;-5225;4,8526;44,09385;Binder & Senepart 2010;Binder10;;
564;Baume Limonesque;;RK;France;MN;Hearth of the cave;Gif-1919;5220;150;wood charcoal;n/d;n/a;;-4346;-3661;3,32683;43,8836;Banadora BD;Banadora21;;
858;Grotte IV de Saint-Pierre-de-la-Fage;Saint-Pierre-de-la-Fage 4 (grotte de);GR;France;EN;Layer 3;Gif-1922;6200;400;wood charcoal;n/d;n/a;;-5975;-4330;3,4167;43,7834;Delibrias et al. 1974;https://doi.org/10.1017/S0033822200001417;;
166;Abri de Curacchiaghju;;RK;France;EN;Layer 6c;Gif-1962;7600;180;wood charcoal;n/d;n/a;;-7029;-6073;9,1167;41,7;Manen & Sabatier 2003;https://doi.org/10.3406/bspf.2003.12868;;
337;Abri d'Escanin;;RK;France;MN;Hearth 'banquettes';Gif-1995;5160;120;wood charcoal;n/d;n/a;;-4314;-3658;4,8;43,75;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
485;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;Layer 10-18;Gif-2101;5050;120;wood charcoal;n/d;n/a;;-4226;-3540;6,23231;43,5637;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
1120;Corycian Cave. Parnassos;;;Greece;Late Neolithic-Early Bronze Age;;Gif-2122;5230;290;wood charcoal;n/d;n/a;;-4710;-3378;22,523431;38,513922;;;;
1119;Corycian Cave. Parnassos;;;Greece;Late Neolithic;;Gif-2123;6250;90;wood charcoal;n/d;n/a;;-5470;-4955;22,523431;38,513922;;;;
1118;Corycian Cave. Parnassos;;;Greece;Late Neolithic;;Gif-2124;6380;90;wood charcoal;n/d;n/a;;-5526;-5075;22,523431;38,513922;;;;
360;Abri Jean Cros;;RK;France;EN;Layer 2;Gif-218;6540;300;wood charcoal;n/d;n/a;;-6056;-4800;2,45125;43,0597;Guilaine et al. 1979;Guilaine79;;
859;Grotte IV de Saint-Pierre-de-la-Fage;Saint-Pierre-de-la-Fage 4 (grotte de);GR;France;MN;Layer 2A-B;Gif-2180;5520;150;wood charcoal;n/d;n/a;;-4700;-3996;3,4167;43,7834;Delibrias et al. 1974;https://doi.org/10.1017/S0033822200001417;;
165;Abri d'Araguina-Sennola;Araguina-Sennola (abri d');RK;France;EN;Layer XVII;Gif-2324;6430;140;wood charcoal;n/d;n/a;;-5630;-5054;9,165806;41,392912;Lanfranchi 1972;Lanfranchi72;;
164;Abri d'Araguina-Sennola;Araguina-Sennola (abri d');RK;France;EN;Layer XVII;Gif-2325;6650;140;wood charcoal;n/d;n/a;;-5832;-5325;9,165806;41,392912;Lanfranchi 1972;Lanfranchi72;;
814;Grotte Gazel;;GR;France;EN;C4;Gif-2401;6810;130;wood charcoal;n/d;n/a;;-5980;-5483;2,421154;43,325325;Delibrias & Evin 1980;https://doi.org/10.3406/bspf.1980.5271;;
484;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;Layer 10-18;Gif-2432;5100;110;wood charcoal;n/d;n/a;;-4227;-3647;6,23231;43,5637;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
486;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;Layer 10-18;Gif-2434;5040;110;wood charcoal;n/d;n/a;;-4213;-3543;6,23231;43,5637;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
481;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;Layer 19-24;Gif-2435;5430;120;wood charcoal;n/d;n/a;;-4495;-3985;6,23231;43,5637;Echallier & Courtin 1994;Echallier94;;
475;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;Layer 25-29;Gif-2436;5600;120;wood charcoal;n/d;n/a;;-4772;-4169;6,23231;43,5637;Echallier & Courtin 1994;Echallier94;;
482;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;Layer 25-29;Gif-2437;5420;120;wood charcoal;n/d;n/a;;-4493;-3981;6,23231;43,5637;Echallier & Courtin 1994;Echallier94;;
1317;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-2538;5950;150;wood charcoal;n/d;n/a;;-5216;-4461;24,007915;37,734305;;;;
1318;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-2539;5840;150;wood charcoal;n/d;n/a;;-5199;-4360;24,007915;37,734305;;;;
1322;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-2541;5680;150;wood charcoal;n/d;n/a;;-4904;-4241;24,007915;37,734305;;;;
1158;Dikili Tash;;;Greece;Middle Neolithic;;Gif-2627;6370;170;n/a;n/a;n/a;;-5631;-4936;24,312335;41,007211;;;;
1146;Dikili Tash;;;Greece;Middle Neolithic;;Gif-2628;7020;170;n/a;n/a;n/a;;-6234;-5622;24,312335;41,007211;;;;
672;Gramari;;OP;France;MM;Layer 3b, middle layer;Gif-263;5090;300;wood charcoal;n/d;n/a;;-4601;-3104;5,2167;44,0167;Guilbert et al. 2004;Guilbert04;;
1153;Dikili Tash;;;Greece;Middle Neolithic;;Gif-2630;6720;160;n/a;n/a;n/a;;-5978;-5370;24,312335;41,007211;;;;
671;Gramari;;OP;France;MM;Layer 3c, lower layer;Gif-264;6220;300;wood charcoal;n/d;n/a;;-5716;-4495;5,2167;44,0167;Guilbert et al. 2004;Guilbert04;;
634;Correge-Leucate;;OP;France;EN;Point 1;Gif-2747;5410;140;wood charcoal;n/d;n/a;;-4541;-3957;3,0507;42,8958;Guilaine et al. 1984;Guilaine84;;
633;Correge-Leucate;;OP;France;EN;Point 1;Gif-2749;5900;140;wood charcoal;n/d;n/a;;-5207;-4452;3,0507;42,8958;Guilaine et al. 1984;Guilaine84;;
473;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;ens.D (Layer 30-35);Gif-2754;5660;130;wood charcoal;n/d;n/a;;-4831;-4251;6,23231;43,5637;Echallier & Courtin 1994;Echallier94;;
474;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MN;ens.D (Layer 30-35);Gif-2755;5610;120;wood charcoal;n/d;n/a;;-4776;-4174;6,23231;43,5637;Echallier & Courtin 1994;Echallier94;;
470;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;EN;Layer 40;Gif-2756;5690;130;wood charcoal;n/d;n/a;;-4840;-4266;6,23231;43,5637;Courtin 1976;Courtin76;;
471;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;EN;Layer 42;Gif-2757;5690;190;wood charcoal;n/d;n/a;;-5002;-4059;6,23231;43,5637;Courtin 1976;Courtin76;;
469;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;EN;Layer 43;Gif-2988;5700;150;wood charcoal;n/d;n/a;;-4934;-4253;6,23231;43,5637;Delibrias et al. 1982;Delibrias82b;;
458;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;EN;Layer 45;Gif-2989;6180;120;wood charcoal;n/d;n/a;;-5462;-4800;6,23231;43,5637;Binder 1995;Binder95;;
454;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;EN;Layer 47;Gif-2990;6700;100;wood charcoal;n/d;n/a;;-5801;-5473;6,23231;43,5637;Binder 1995;Binder95;;
453;Baume de Fontbregoua;Fontbrégoua (baume);RK;France;MM;Layer 51;Gif-2991;7600;100;wood charcoal;n/d;n/a;;-6641;-6243;6,23231;43,5637;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
665;Gotte d'Unang;Unang (grotte d );GR;France;EN;Bottom of Layer 9;Gif-303;5225;300;wood charcoal;n/d;n/a;;-4721;-3372;5,167485;43,996471;Manen & Sabatier 2003;https://doi.org/10.3406/bspf.2003.12868;;
681;Grotte de Camprafaud;Camprafaud;GR;France;EN;Layer 20;Gif-3077;7900;150;wood charcoal;n/d;n/a;;-7182;-6449;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
682;Grotte de Camprafaud;Camprafaud;GR;France;EN;Layer 19;Gif-3078;6480;130;wood charcoal;n/d;n/a;;-5667;-5127;2,903389;43,45797;Rodriguez 1984;Rodriguez84;;
190;Abri de Gigot I;;RK;France;LMEN;Layer C1;Gif-3343;5080;100;wood charcoal;n/d;n/a;;-4215;-3645;6,615721;47,201294;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
3034;Cueva del Nacimiento;;GR;Spain;LM;Layer B Layer  3;Gif-3471;7620;140;wood charcoal;n/d;n/a;;-6905;-6090;-2,6667;38,1167;Juan Cabanilles & Marti Oliver 2002;Cabanilles02;;
359;Abri Jean Cros;;RK;France;EN;Sq IX-6 and X-6;Gif-3575;6600;130;wood charcoal;n/d;n/a;;-5744;-5232;2,45125;43,0597;Guilaine et al. 1979;Guilaine79;;
358;Abri Jean Cros;;RK;France;EN;C2;Gif-3576;7160;130;shell;Helix sp.;n/a;;-6351;-5742;2,45125;43,0597;Guilaine et al. 1979;Guilaine79;;
2329;Riparo Gaban;Gaban (riparo);RK;Italy;EN;Layer D8;Gif-3766;5650;150;wood charcoal;n/d;n/a;;-4888;-4077;11,12435;46,093052;Perrin 2005;Perrin05;;
747;Grotte des Planches;;GR;France;MN;Ni v. E fos.C  Charbon;Gif-3826;5520;130;wood charcoal;n/d;n/a;;-4674;-4049;5,81583;46,879242;Delibrias et al. 1982;https://doi.org/10.3406/bspf.1982.5381;;
338;Abri d'Escanin;;RK;France;MN;n/a;Gif-3919;5070;110;organic;n/d;sediment;;-4222;-3639;4,8;43,75;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
704;Grotte de la Baume a Gigny;;GR;France;MN;Pit III;Gif-4026;5140;140;wood charcoal;n/d;n/a;;-4314;-3650;5,4667;46,45;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
1325;Kitsos Cave. Lavrion;;;Greece;Late Neolithic;;Gif-4440;5550;120;wood charcoal;n/d;n/a;;-4685;-4059;24,007915;37,734305;;;;
1319;Kitsos Cave. Lavrion;;;Greece;Late Neolithic II;;Gif-4442;5820;120;n/a;n/a;n/a;;-4988;-4373;24,007915;37,734305;;;;
339;Abri d'Escanin;;RK;France;MN;Lowest level;Gif-450;5000;250;wood charcoal;n/d;n/a;;-4361;-3104;4,8;43,75;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
489;Baume de Gonvillars;;RK;France;MN;E3V;Gif-466;5000;250;wood charcoal;n/d;n/a;;-4361;-3104;6,645009;47,539519;Delibrias et al. 1986;https://doi.org/10.1017/S0033822200060008;;
488;Baume de Gonvillars;;RK;France;MN;Layer Xb;Gif-468;5380;250;wood charcoal or plant seeds;wood charcoal or cereals?;n/a;;-4775;-3651;6,645009;47,539519;Delibrias et al. 1986;https://doi.org/10.1017/S0033822200060008;;
487;Baume de Gonvillars;;RK;France;MN;Layer XI;Gif-469;6250;300;wood charcoal;n/d;n/a;;-5730;-4501;6,645009;47,539519;Perrin & Manen 2021;https://doi.org/10.1371/journal.pone.0246964;;
