"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"agrichange"	"Bonica"	28	"OxA-23440"	1.932166	41.387861	"EN"	-5633	28	"Csa"
"neonet"	"Cocci"	63	"GX-29098"	12.5106	42.5157	"EN"	-5633	63	"Cfa"
"neonet"	"Cova de les Cendres"	84	"Beta-75220"	0.152631	38.685691	"EN"	-5642	84	NA
"neonet"	"Fem"	123	"Beta-42866"	0.867881	41.302597	"EN"	-5620	123	"Csa"
"neonet"	"Fontbregoua"	128	"Gif-2990"	6.23231	43.5637	"EN"	-5616	128	"Cfb"
"neonet"	"Grotta Corbeddu"	139	"UtC-1251"	9.48634	40.255253	"EN"	-5605	139	"Csa"
"neonet"	"Grotta Filiestru"	140	"Q-3020"	8.651545	40.453804	"EN"	-5625	140	"Csa"
"neonet"	"Kargadur"	149	"OxA-21092"	13.950637	44.819147	"EN"	-5671	149	NA
"neonet"	"Lagnano da Piede"	159	"UCLA-2148"	15.68544	41.238856	"EN"	-5616	159	"Csa"
"neonet"	"Le Secche"	165	"LTL-16672A"	10.882	42.381891	"EN"	-5671	165	NA
"neonet"	"Pendimoun"	205	"Gif-A101334"	7.505944	43.812212	"EN"	-5689	205	NA
"neonet"	"Rendina"	226	"Lj-4549"	15.8	40.6334	"EN"	-5667	226	"Csa"
"neonet"	"San Sebastiano di Perti"	243	"OxA-21359"	8.309641	44.184808	"EN"	-5670	243	"Cfa"
"neonet"	"Santa Anna d'Oria III"	248	"R-322"	17.639	40.499	"EN"	-5682	248	NA
"calpal"	"Saracena"	251	"LTL-2155A"	16.498	39.698	"EN"	-5695	251	"Csa"
"neonet"	"Scaloria"	253	"Lj-4649"	15.906389	41.638889	"EN"	-5633	253	"Csa"
"neonet"	"Serra Cicora"	257	"LTL-221A"	18.006	40.166	"EN"	-5680	257	"Csa"
"neonet"	"Skarin Samograd"	260	"Hd-11950"	16.167023	43.85587	"EN"	-5678	260	"Cfa"
"neonet"	"Umbro"	271	"Beta-122939"	15.9178	37.9392	"EN"	-5659	271	NA
"neonetatl"	"Vale Pincel I"	276	"Beta-164664"	-8.844087	37.94075	"EN"	-5652	276	"Csa"
