"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"neonet"	"Abric del Xicoto"	4	"Beta-382458"	0.947597	41.914178	"EN"	-5138	4	"Csa"
"neonet"	"Abrigo de Atxoste"	6	"GrA-9789"	-2.473401	42.76056	"EN"	-5155	6	"Csb"
"neonet"	"Abrigo de Los Husos I"	9	"Beta-161182"	-2.5496	42.6034	"EN"	-5187	9	"Csb"
"neonet"	"Aigle"	12	"MC-563"	4.371014	44.263592	"EN"	-5135	12	"Cfa"
"neonetatl"	"Alcalar 7"	14	"Sac-1608"	-8.5903	37.1974	"EN"	-5138	14	"Csa"
"neonet"	"Alto de Rodilla"	15	"CSIC-1967"	-3.468735	42.457831	"EN"	-5115	15	"Csb"
"neonet"	"Cala Giovanna-Pianosa"	34	"LTL-1468A"	10.0938	42.589643	"EN"	-5157	34	"Csa"
"neonetatl"	"Canaleja 2"	42	"AA-78257"	-5.699603	39.74471	"EN"	-5137	42	"Csa"
"neonetatl"	"Casal da Cerca"	49	"Beta-235886"	-8.5496	38.3419	"EN"	-5107	49	"Csa"
"bda"	"Cavallo"	56	"R-432"	17.956	40.159	"EN"	-5137	56	NA
"neonet"	"Colle Cera"	65	"LTL-1157A"	13.987246	42.430353	"EN"	-5101	65	"Cfa"
"neonet"	"Cova Avellaner"	72	"CNA-3305.1"	2.543608	42.074979	"EN"	-5137	72	"Cfa"
"neonet"	"Cova Colomera"	73	"Beta-279478"	0.762786	42.085527	"EN"	-5123	73	"Csb"
"neonet"	"Cova Foradada"	75	"Beta-248524"	1.580975	41.20477	"EN"	-5134	75	"Csa"
"neonet"	"Cova del Frare"	85	"Beta-325690"	2.019095	41.637334	"EN"	-5116	85	"Cfa"
"neonet"	"Cueva Lobrega"	93	"GrA-16110"	-2.618935	42.259307	"EN"	-5155	93	"Csb"
"neonetatl"	"Cueva de la Pastora"	100	"CNA-554"	-2.728321	37.44468	"EN"	-5144	100	"BSk"
"neonetatl"	"Cueva de los Marmoles"	103	"Wk-25171"	-4.219359	37.42352	"EN"	-5131	103	"Csa"
"neonet"	"El Parco"	114	"CSIC-281"	0.960622	41.912431	"EN"	-5112	114	"Csa"
"neonet"	"Espluga de la Puyascada"	118	"D-AMS-019110"	0.2863	42.4524	"EN"	-5136	118	"Csa"
"neonet"	"Ex Palestra-GIL"	120	"LTL-15124A"	15.540967	41.452628	"EN"	-5102	120	"Csa"
"neonet"	"Font Vena"	124	"UBAR-61"	-0.3667	39.4667	"EN"	-5126	124	"BSk"
"neonetatl"	"La Atalaya"	153	"Beta-333528"	-4.816473	40.63576	"EN"	-5151	153	"BSk"
"neonet"	"Les Breguieres"	166	"LTL-13784A"	7.00635	43.59501	"EN"	-5101	166	"Csa"
"neonet"	"Mileto"	184	"Beta-44114"	11.185418	43.829383	"EN"	-5119	184	"Cfa"
"neonetatl"	"Molino de Arriba"	185	"KIA-41450"	-3.828806	42.30626	"EN"	-5138	185	"Csb"
"neonet"	"Muraccio"	192	"R-427"	10.417	44.133	"EN"	-5145	192	"Cfb"
"neonet"	"Plansallosa"	212	"Beta-74311"	2.632176	42.234215	"EN"	-5122	212	"Cfa"
"neonet"	"Sant Llorenc"	245	"Beta-299597"	1.831924	41.252455	"EN"	-5134	245	"Csa"
"neonet"	"via Andrea Costa"	284	"LTL-2427a"	11.314323	44.494582	"EN"	-5152	284	"Cfb"
