"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"brami15"	"Argissa"	4	"UCLA-1657A"	22.343997	39.659064	"EN"	-7127	4	"BSk"
"calpal"	"Asprokremnos"	6	"Hd-27217"	33.48	35.07	"EN"	-8907	6	"Csa"
"brami15"	"Bademagaci"	8	"Hd-22340"	30.48	37.4	"EN"	-6865	8	"Csa"
"brami15"	"Can Hasan"	10	"HU-11"	33.3667	37.25	"EN"	-7603	10	"BSk"
"brami15"	"Catal"	11	"PL-980525-A"	32.81	37.65	"EN"	-7431	11	"BSk"
"brami15"	"Cukurici"	13	"Erl-14514"	27.352	37.931	"EN"	-6795	13	"Csa"
"brami15"	"Cyclops Cave"	14	"DEM-597"	24.15703	39.371388	"EN"	-8500	14	NA
"katsianis"	"Delphinos"	15	"GrN-22437"	24.293122	35.355486	"EN"	-6809	15	"Csa"
"brami15"	"Elateia"	18	"GrN-2933"	22.768689	38.627448	"EN"	-7265	18	"Csa"
"brami15"	"Franchthi"	21	"P-2103"	23.13503	37.4183	"EN"	-8538	21	NA
"brami15"	"Knossos"	27	"OxA-9215"	25.163	35.298	"EN"	-6875	27	"Csa"
"brami15"	"Maroulas"	33	"DEM-?"	24.4334	37.4167	"EN"	-8975	33	NA
"calpal"	"Pinarbasi A"	40	"OxA-5499"	33.03	37.48	"EN"	-8260	40	"BSk"
"katsianis"	"Sarkenos"	46	"Poz-22183"	23.2333	38.4666	"EN"	-6893	46	"Csa"
"brami15"	"Suberde"	52	"OS-62227"	31.93	37.35	"EN"	-7309	52	"Dsa"
"brami15"	"Theopetra"	53	"DEM-577"	21.67	39.68	"EN"	-8639	53	"Csa"
