"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"brami15"	"Argissa"	4	"UCLA-1657A"	22.343997	39.659064	"EN"	-7127	4	"BSk"
"calpal"	"Asprokremnos"	6	"Hd-27217"	33.48	35.07	"EN"	-8907	6	"Csa"
"brami15"	"Bademagaci"	8	"Hd-22340"	30.48	37.4	"EN"	-6865	8	"Csa"
"brami15"	"Can Hasan"	10	"HU-11"	33.3667	37.25	"EN"	-7603	10	"BSk"
"brami15"	"Catalhuyuk"	11	"PL-980525-A"	32.81	37.65	"EN"	-7431	11	"BSk"
"brami15"	"Cukurici"	14	"Erl-14514"	27.352	37.931	"EN"	-6795	14	"Csa"
"brami15"	"Cyclops Cave"	15	"DEM-597"	24.15703	39.371388	"EN"	-8500	15	NA
"katsianis"	"Delphinos"	16	"GrN-22437"	24.293122	35.355486	"EN"	-6809	16	"Csa"
"brami15"	"Franchthi"	22	"P-2103"	23.13503	37.4183	"EN"	-8538	22	NA
"brami15"	"Knossos"	28	"OxA-9215"	25.163	35.298	"EN"	-6875	28	"Csa"
"brami15"	"Maroulas"	35	"DEM-?"	24.4334	37.4167	"EN"	-8975	35	NA
"calpal"	"Pinarbasi A"	42	"OxA-5499"	33.03	37.48	"EN"	-8260	42	"BSk"
"katsianis"	"Sarkenos"	49	"Poz-22183"	23.2333	38.4666	"EN"	-6893	49	"Csa"
"brami15"	"Suberde"	56	"OS-62227"	31.93	37.35	"EN"	-7309	56	"Dsa"
"brami15"	"Theopetra"	57	"DEM-577"	21.67	39.68	"EN"	-8639	57	"Csa"
"brami15"	"Yarimburgaz"	61	"GrN-15531"	28.73	41.08	"EN"	-8424	61	"Csa"
