"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"brami15"	"Achilleion"	1	"LJ–3180"	22.42	39.25	"EN"	-6372	1	"BSk"
"brami15"	"Aktopraklik"	2	"OxA-20596"	28.7277	40.1718	"EN"	-6314	2	"Csa"
"radon"	"Anzabegovo"	3	"LJ-2519"	22	41	"EN"	-6413	3	"BSk"
"brami15"	"Argissa"	4	"UCLA-1657A"	22.343997	39.659064	"EN"	-7127	4	"BSk"
"calpal"	"Asprokremnos"	6	"Hd-27217"	33.48	35.07	"EN"	-8907	6	"BSh"
"brami15"	"Bademagaci"	8	"Hd-22340"	30.48	37.4	"EN"	-6865	8	"BSk"
"brami15"	"Barcin"	9	"GrA-52848"	29.53	40.21	"EN"	-6541	9	"Csa"
"brami15"	"Can Hasan"	10	"HU-11"	33.3667	37.25	"EN"	-7603	10	"BSk"
"brami15"	"Catal"	11	"PL-980525-A"	32.81	37.65	"EN"	-7431	11	"BSk"
"brami15"	"Cavdar"	12	"Bln–1583"	24.083	42.63	"EN"	-6063	12	"Dfb"
"brami15"	"Cukurici"	14	"Erl-14514"	27.352	37.931	"EN"	-6795	14	"Csa"
"brami15"	"Cyclops Cave"	15	"DEM-597"	24.15703	39.371388	"EN"	-8500	15	NA
"katsianis"	"Delphinos"	16	"GrN-22437"	24.293122	35.355486	"EN"	-6809	16	"Csa"
"katsianis"	"Dimitra"	17	"Bln-3189"	23.864148	40.976793	"EN"	-6328	17	"BSk"
"brami15"	"Ege Gübre"	18	"Beta-215599"	27.003397392034	38.7437960565722	"EN"	-6150	18	"Csa"
"brami15"	"Elateia"	19	"GrN-2933"	22.768689	38.627448	"EN"	-7265	19	"Csa"
"brami15"	"Erbaba"	20	"AA-66741"	31.68	37.76	"EN"	-6524	20	"Dsa"
"brami15"	"Franchthi"	22	"P-2103"	23.13503	37.4183	"EN"	-8538	22	NA
"katsianis"	"Giannitsa B"	23	"DEM-961"	22.413079	40.788133	"EN"	-6383	23	"BSk"
"brami15"	"Halai"	24	"AA-25930"	23.182545	38.663385	"EN"	-6176	24	NA
"brami15"	"Ilipinar"	25	"GrN–19351"	29.3134287097081	40.4582825394025	"EN"	-6047	25	"Csa"
"brami15"	"Karanovo"	26	"Bln-4179"	25.933333	42.5	"EN"	-5998	26	"Cfa"
"brami15"	"Knossos"	28	"OxA-9215"	25.163	35.298	"EN"	-6875	28	"Csa"
"katsianis"	"Korinos"	30	"VERA-4427A"	22.605291	40.336028	"EN"	-6145	30	NA
"brami15"	"Kovacevo"	32	"OxA-20246"	23.4608	41.5008	"EN"	-6120	32	"Dfb"
"katsianis"	"Lefkopetra"	33	"DEM-1428"	22.175805	40.41971	"EN"	-6572	33	"Cfa"
"brami15"	"Maroulas"	34	"DEM-?"	24.4334	37.4167	"EN"	-8975	34	NA
"katsianis"	"Mavropigi"	35	"DEM-1685"	21.735498	40.467846	"EN"	-6577	35	"Cfa"
"katsianis"	"Megalo Nisi Galanis"	36	"Beta-098971"	21.882193	40.379387	"EN"	-6205	36	"Cfa"
"brami15"	"Mentese"	37	"GrN-25819"	29.51	40.26	"EN"	-6412	37	"Csa"
"brami15"	"Nea Nikomedeia"	38	"P-1202"	22.266226	40.603447	"EN"	-6405	38	"BSk"
"katsianis"	"Orfeas"	39	"DEM-1999"	24.006114	41.023839	"EN"	-6469	39	"Cfa"
"katsianis"	"Paliambela"	40	"DEM-2460"	22.508219	40.510965	"EN"	-6529	40	"BSk"
"calpal"	"Pinarbasi A"	41	"OxA-5499"	33.03	37.48	"EN"	-8260	41	"BSk"
"brami15"	"Pinarbasi B"	42	"OxA-5504"	33.03	37.48	"EN"	-6313	42	"BSk"
"brami15"	"Platia Magoula Zarkou"	43	"DEM-150-160"	22.098716	39.589603	"EN"	-5840	43	"BSk"
"radon"	"Porodin"	45	"KN-1596"	21.483333	40.883333	"EN"	-6112	45	"Dfb"
"katsianis"	"Porta"	46	NA	21.654753	40.269799	"EN"	-6153	46	"Cfa"
"katsianis"	"Sarkenos"	48	"Poz-22183"	23.2333	38.4666	"EN"	-6893	48	"Csa"
"brami15"	"Sesklo"	51	"P-1681"	22.8167	39.3833	"EN"	-6593	51	"BSk"
"katsianis"	"Sidari"	52	"Lyon-3169"	19.698615	39.780078	"EN"	-6383	52	"Csa"
"brami15"	"Stara Zagora"	53	"Bln-1587"	25.7234808463358	42.4108254475191	"EN"	-6008	53	"Cfa"
"brami15"	"Suberde"	54	"OS-62227"	31.93	37.35	"EN"	-7309	54	"Dsa"
"brami15"	"Theopetra"	55	"DEM-577"	21.67	39.68	"EN"	-8639	55	"Csa"
"brami15"	"Ugurlu"	56	"Wk-29173"	25.706	40.124	"EN"	-6456	56	NA
"katsianis"	"Varemenoi-Goulon"	57	"DEM-1336"	21.900587	40.15207	"EN"	-6376	57	"Cfa"
"radon"	"Vrsnik"	58	"Bln-339"	22.15	41.75	"EN"	-5834	58	"BSk"
"brami15"	"Yagodina Cave"	59	"GrN-15531"	24.4	41.6333	"EN"	-8424	59	"Dfb"
