"Country"	"SiteName"	"Period"	"PhaseCode"	"Longitude"	"Latitude"	"tpq"	"taq"	"LabCode"	"C14Age"	"C14SD"	"Material"	"mat.life"	"bib"	"bib_url"	"locationID"	"secondLocationID"	"lbl"	"idf"	"colors"
"Spain"	"Cova Gran"	"EN"	"E9"	0.811061	41.925881	-4706	-5210	"Beta-265982"	6020	50	"plant seed"	"short life"	"Mora et al. 2011"	"https://doi.org/10.1002/jqs.1486"	"Beta-265982"	"1_selectedLayer"	"<b>Cova Gran</b> / plant seed (short life)<br/>date: 6020 +/- 50 BP [Beta-265982]<br/>tpq/taq: -4706 to -5210 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>E9</i> <br/>ref: <a href=\"https://doi.org/10.1002/jqs.1486\" target=\"_blank\">Mora et al. 2011</a>"	1	"#FF1B1B"
"Spain"	"Cova del Frare"	"EN"	"c5"	2.019095	41.637334	-4717	-5206	"Beta-325687"	6020	40	"fauna"	"short life"	"Navarrete et al., 2017"	"https://doi.org/10.1002/oa.2598"	"Beta-325687"	"2_selectedLayer"	"<b>Cova del Frare</b> / fauna (short life)<br/>date: 6020 +/- 40 BP [Beta-325687]<br/>tpq/taq: -4717 to -5206 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>c5</i> <br/>ref: <a href=\"https://doi.org/10.1002/oa.2598\" target=\"_blank\">Navarrete et al., 2017</a>"	2	"#FF1B1B"
"Spain"	"Cova del Frare"	"EN"	"c6"	2.019095	41.637334	-4847	-5304	"Beta-436332"	6150	40	"fauna"	"short life"	"Navarrete et al., 2017"	"https://doi.org/10.1002/oa.2598"	"Beta-436332"	"3_selectedLayer"	"<b>Cova del Frare</b> / fauna (short life)<br/>date: 6150 +/- 40 BP [Beta-436332]<br/>tpq/taq: -4847 to -5304 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>c6</i> <br/>ref: <a href=\"https://doi.org/10.1002/oa.2598\" target=\"_blank\">Navarrete et al., 2017</a>"	3	"#FF1B1B"
"Spain"	"Balma de Son Matge"	"EM"	"n/a"	2.627107	39.693893	-3516	-5796	"CSIC-176"	5820	360	"n/a"	"others"	"Ramis & Bover 2001"	"https://doi.org/10.1006/jasc.2000.0548"	"CSIC-176"	"4_selectedLayer"	"<b>Balma de Son Matge</b> / n/a (others)<br/>date: 5820 +/- 360 BP [CSIC-176]<br/>tpq/taq: -3516 to -5796 cal BC<br/>period: EM <b>|</b> PhaseCode: <i>n/a</i> <br/>ref: <a href=\"https://doi.org/10.1006/jasc.2000.0548\" target=\"_blank\">Ramis & Bover 2001</a>"	4	"#0000CF"
"Spain"	"Balma de Son Matge"	"EM"	"n/a"	2.627107	39.693893	-5214	-5990	"QL-29"	6680	120	"organic"	"short life"	"Ramis & Bover 2001"	"https://doi.org/10.1006/jasc.2000.0548"	"QL-29"	"5_selectedLayer"	"<b>Balma de Son Matge</b> / organic (short life)<br/>date: 6680 +/- 120 BP [QL-29]<br/>tpq/taq: -5214 to -5990 cal BC<br/>period: EM <b>|</b> PhaseCode: <i>n/a</i> <br/>ref: <a href=\"https://doi.org/10.1006/jasc.2000.0548\" target=\"_blank\">Ramis & Bover 2001</a>"	5	"#0000CF"
"Spain"	"Cueva de Nerja"	"LM"	"unit 5 inf"	-3.844529	36.762871	-5556	-6467	"GaK-8975"	7130	150	"wood charcoal"	"long life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GaK-8975"	"6_selectedLayer"	"<b>Cueva de Nerja</b> / wood charcoal (long life)<br/>date: 7130 +/- 150 BP [GaK-8975]<br/>tpq/taq: -5556 to -6467 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>unit 5 inf</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920 \" target=\"_blank\">Serrano et al. 1997</a>"	6	"#3737FF"
"Spain"	"Cueva de Nerja"	"EN"	"unit 5 sup"	-3.844529	36.762871	-4720	-5985	"GrN-GaK-8959"	6480	180	"wood charcoal"	"long life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GrN-GaK-8959"	"7_selectedLayer"	"<b>Cueva de Nerja</b> / wood charcoal (long life)<br/>date: 6480 +/- 180 BP [GrN-GaK-8959]<br/>tpq/taq: -4720 to -5985 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>unit 5 sup</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920 \" target=\"_blank\">Serrano et al. 1997</a>"	7	"#FF1B1B"
"Spain"	"Cueva de Nerja"	"LM"	"unit 5 inf"	-3.844529	36.762871	-6222	-7530	"GaK-8974"	7890	170	"wood charcoal"	"long life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GaK-8974"	"8_selectedLayer"	"<b>Cueva de Nerja</b> / wood charcoal (long life)<br/>date: 7890 +/- 170 BP [GaK-8974]<br/>tpq/taq: -6222 to -7530 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>unit 5 inf</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920\" target=\"_blank\">Serrano et al. 1997</a>"	8	"#3737FF"
"Spain"	"Cueva de Nerja"	"LM"	"unit 5 inf"	-3.844529	36.762871	-6097	-7592	"GaK-8962"	7960	200	"wood charcoal"	"long life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GaK-8962"	"9_selectedLayer"	"<b>Cueva de Nerja</b> / wood charcoal (long life)<br/>date: 7960 +/- 200 BP [GaK-8962]<br/>tpq/taq: -6097 to -7592 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>unit 5 inf</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920\" target=\"_blank\">Serrano et al. 1997</a>"	9	"#3737FF"
"Spain"	"Cueva de Nerja"	"LM"	"unit 5 inf"	-3.844529	36.762871	-5480	-6630	"GaK-8973"	7160	180	"plant seed"	"short life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GaK-8973"	"10_selectedLayer"	"<b>Cueva de Nerja</b> / plant seed (short life)<br/>date: 7160 +/- 180 BP [GaK-8973]<br/>tpq/taq: -5480 to -6630 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>unit 5 inf</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920\" target=\"_blank\">Serrano et al. 1997</a>"	10	"#3737FF"
"Spain"	"Cueva de Nerja"	"MN"	"unit 6"	-3.844529	36.762871	-4062	-5291	"GaK-8969"	5790	140	"wood charcoal"	"long life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GaK-8969"	"11_selectedLayer"	"<b>Cueva de Nerja</b> / wood charcoal (long life)<br/>date: 5790 +/- 140 BP [GaK-8969]<br/>tpq/taq: -4062 to -5291 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>unit 6</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920\" target=\"_blank\">Serrano et al. 1997</a>"	11	"#FF8D1B"
"Spain"	"Cueva de Nerja"	"LM"	"unit 5 inf"	-3.844529	36.762871	-5563	-6476	"GaK-8963"	7160	150	"wood charcoal"	"long life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GaK-8963"	"12_selectedLayer"	"<b>Cueva de Nerja</b> / wood charcoal (long life)<br/>date: 7160 +/- 150 BP [GaK-8963]<br/>tpq/taq: -5563 to -6476 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>unit 5 inf</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920 \" target=\"_blank\">Serrano et al. 1997</a>"	12	"#3737FF"
"Spain"	"Cueva de Nerja"	"LM"	"unit 7"	-3.844529	36.762871	-5841	-6643	"GaK-8968"	7390	120	"cereal"	"short life"	"Serrano et al. 1997"	"https://doi.org/10.1006/qres.1997.1920 "	"GaK-8968"	"13_selectedLayer"	"<b>Cueva de Nerja</b> / cereal (short life)<br/>date: 7390 +/- 120 BP [GaK-8968]<br/>tpq/taq: -5841 to -6643 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>unit 7</i> <br/>ref: <a href=\"https://doi.org/10.1006/qres.1997.1920 \" target=\"_blank\">Serrano et al. 1997</a>"	13	"#3737FF"
"France"	"Baume d'Oullins"	"EN"	"Layer 5"	4.45694345	44.34232607	-4804	-5471	"AA-53292"	6210	69	"fauna"	"short life"	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"	"AA-53292"	"14_selectedLayer"	"<b>Baume d'Oullins</b> / fauna (short life)<br/>date: 6210 +/- 69 BP [AA-53292]<br/>tpq/taq: -4804 to -5471 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 5</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4\" target=\"_blank\">García-Puchol & Salazar-Garcia 2017</a>"	14	"#FF1B1B"
"France"	"Baume d'Oullins"	"EN"	"Layer 6A"	4.45694345	44.34232607	-4805	-5462	"AA-53296"	6191	63	"fauna"	"short life"	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"	"AA-53296"	"15_selectedLayer"	"<b>Baume d'Oullins</b> / fauna (short life)<br/>date: 6191 +/- 63 BP [AA-53296]<br/>tpq/taq: -4805 to -5462 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 6A</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4\" target=\"_blank\">García-Puchol & Salazar-Garcia 2017</a>"	15	"#FF1B1B"
"France"	"Baume d'Oullins"	"EN"	"Layer 6A"	4.45694345	44.34232607	-4848	-5471	"AA-53294"	6233	64	"fauna"	"short life"	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"	"AA-53294"	"16_selectedLayer"	"<b>Baume d'Oullins</b> / fauna (short life)<br/>date: 6233 +/- 64 BP [AA-53294]<br/>tpq/taq: -4848 to -5471 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 6A</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4\" target=\"_blank\">García-Puchol & Salazar-Garcia 2017</a>"	16	"#FF1B1B"
"France"	"Baume d'Oullins"	"EN"	"Layer 5"	4.45694345	44.34232607	-4795	-5369	"AA-53293"	6168	63	"fauna"	"short life"	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"	"AA-53293"	"17_selectedLayer"	"<b>Baume d'Oullins</b> / fauna (short life)<br/>date: 6168 +/- 63 BP [AA-53293]<br/>tpq/taq: -4795 to -5369 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 5</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4\" target=\"_blank\">García-Puchol & Salazar-Garcia 2017</a>"	17	"#FF1B1B"
"France"	"Baume d'Oullins"	"EN"	"Layer 6B"	4.45694345	44.34232607	-4848	-5471	"AA-53291"	6233	64	"fauna"	"short life"	"García-Puchol & Salazar-Garcia 2017"	"https://doi.org/10.1007/978-3-319-52939-4"	"AA-53291"	"18_selectedLayer"	"<b>Baume d'Oullins</b> / fauna (short life)<br/>date: 6233 +/- 64 BP [AA-53291]<br/>tpq/taq: -4848 to -5471 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 6B</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4\" target=\"_blank\">García-Puchol & Salazar-Garcia 2017</a>"	18	"#FF1B1B"
"Spain"	"Costamar"	"EN"	"UE 13002"	0.158587	40.136833	-4714	-4996	"UCI-AM 60738"	5965	25	"cereal"	"short life"	"Ibáñez et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_13"	"UCI-AM 60738"	"19_selectedLayer"	"<b>Costamar</b> / cereal (short life)<br/>date: 5965 +/- 25 BP [UCI-AM 60738]<br/>tpq/taq: -4714 to -4996 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>UE 13002</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_13\" target=\"_blank\">Ibáñez et al. 2017</a>"	19	"#FF1B1B"
"Spain"	"Cova del Frare"	"EN"	"Layer 5a"	2.019095	41.637334	-3374	-5291	"I-13033"	5460	250	"wood charcoal"	"long life"	"Ibanez et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_13"	"I-13033"	"20_selectedLayer"	"<b>Cova del Frare</b> / wood charcoal (long life)<br/>date: 5460 +/- 250 BP [I-13033]<br/>tpq/taq: -3374 to -5291 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 5a</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_13\" target=\"_blank\">Ibanez et al. 2017</a>"	20	"#FF1B1B"
"Spain"	"Cova del Frare"	"EN"	"Layer 5b, Q:Y35"	2.019095	41.637334	-4175	-5214	"MC-2298"	5800	130	"wood charcoal"	"long life"	"Ibanez et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_13"	"MC-2298"	"21_selectedLayer"	"<b>Cova del Frare</b> / wood charcoal (long life)<br/>date: 5800 +/- 130 BP [MC-2298]<br/>tpq/taq: -4175 to -5214 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 5b, Q:Y35</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_13\" target=\"_blank\">Ibanez et al. 2017</a>"	21	"#FF1B1B"
"Spain"	"Costamar"	"EN"	"n/a"	0.158587	40.136833	-4712	-5201	"n/a"	5996	38	"fauna"	"short life"	"Ibáñez et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_13"	"n/a"	"22_selectedLayer"	"<b>Costamar</b> / fauna (short life)<br/>date: 5996 +/- 38 BP [n/a]<br/>tpq/taq: -4712 to -5201 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>n/a</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_13\" target=\"_blank\">Ibáñez et al. 2017</a>"	22	"#FF1B1B"
"Spain"	"Cova del Frare"	"EN"	"Layer 5c"	2.019095	41.637334	-4254	-6229	"I-13030"	6380	310	"wood charcoal"	"long life"	"Ibanez et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_13"	"I-13030"	"23_selectedLayer"	"<b>Cova del Frare</b> / wood charcoal (long life)<br/>date: 6380 +/- 310 BP [I-13030]<br/>tpq/taq: -4254 to -6229 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Layer 5c</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_13\" target=\"_blank\">Ibanez et al. 2017</a>"	23	"#FF1B1B"
"Spain"	"El Cavet"	"EN"	"US 2012"	1.071025	41.076358	-5218	-5556	"OxA-25802"	6440	40	"cereal"	"short life"	"Juan Cabanilles et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_3"	"OxA-25802"	"24_selectedLayer"	"<b>El Cavet</b> / cereal (short life)<br/>date: 6440 +/- 40 BP [OxA-25802]<br/>tpq/taq: -5218 to -5556 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>US 2012</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_3\" target=\"_blank\">Juan Cabanilles et al. 2017</a>"	24	"#FF1B1B"
"Spain"	"El Cavet"	"EN"	"US 2014"	1.071025	41.076358	-5328	-5624	"OxA-26061"	6536	36	"cereal"	"short life"	"Juan Cabanilles et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_3"	"OxA-26061"	"25_selectedLayer"	"<b>El Cavet</b> / cereal (short life)<br/>date: 6536 +/- 36 BP [OxA-26061]<br/>tpq/taq: -5328 to -5624 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>US 2014</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_3\" target=\"_blank\">Juan Cabanilles et al. 2017</a>"	25	"#FF1B1B"
"Spain"	"Codella"	"EN"	"n/a"	2.447672	42.121194	-4344	-4831	"Beta-221900"	5720	60	"fauna"	"short life"	"Pardo-Gordo et al. 2017"	"https://doi.org/10.1007/978-3-319-52939-4_5"	"Beta-221900"	"26_selectedLayer"	"<b>Codella</b> / fauna (short life)<br/>date: 5720 +/- 60 BP [Beta-221900]<br/>tpq/taq: -4344 to -4831 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>n/a</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-52939-4_5\" target=\"_blank\">Pardo-Gordo et al. 2017</a>"	26	"#FF1B1B"
"Spain"	"Orris de la Torbera de Perafita I"	"LM"	"Hut P009"	1.577963	42.479667	-5369	-5634	"Beta-285100"	6570	40	"wood charcoal"	"long life"	"Gassiot et al. 2017"	"https://doi.org/10.1007/978-3-319-55982-7_4"	"Beta-285100"	"27_selectedLayer"	"<b>Orris de la Torbera de Perafita I</b> / wood charcoal (long life)<br/>date: 6570 +/- 40 BP [Beta-285100]<br/>tpq/taq: -5369 to -5634 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>Hut P009</i> <br/>ref: <a href=\"https://doi.org/10.1007/978-3-319-55982-7_4\" target=\"_blank\">Gassiot et al. 2017</a>"	27	"#3737FF"
"Swiss"	"Tourbillon"	"MN"	"Top of the pit"	7.36553473	46.23638452	-3638	-4325	"B-4875"	5130	80	"wood charcoal"	"long life"	"Martin 2015"	"https://doi.org/10.1007/s00334-014-0490-y"	"B-4875"	"28_selectedLayer"	"<b>Tourbillon</b> / wood charcoal (long life)<br/>date: 5130 +/- 80 BP [B-4875]<br/>tpq/taq: -3638 to -4325 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>Top of the pit</i> <br/>ref: <a href=\"https://doi.org/10.1007/s00334-014-0490-y\" target=\"_blank\">Martin 2015</a>"	28	"#FF8D1B"
"Swiss"	"Tourbillon"	"EN"	"Deepest layer"	7.36553473	46.23638452	-4624	-5197	"UBA-23205"	5965	42	"n/a"	"others"	"Martin 2015"	"https://doi.org/10.1007/s00334-014-0490-y"	"UBA-23205"	"29_selectedLayer"	"<b>Tourbillon</b> / n/a (others)<br/>date: 5965 +/- 42 BP [UBA-23205]<br/>tpq/taq: -4624 to -5197 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Deepest layer</i> <br/>ref: <a href=\"https://doi.org/10.1007/s00334-014-0490-y\" target=\"_blank\">Martin 2015</a>"	29	"#FF1B1B"
"Swiss"	"Tourbillon"	"MN"	"Base of the pit"	7.36553473	46.23638452	-3961	-4333	"B-4865"	5300	40	"wood charcoal"	"long life"	"Martin 2015"	"https://doi.org/10.1007/s00334-014-0490-y"	"B-4865"	"30_selectedLayer"	"<b>Tourbillon</b> / wood charcoal (long life)<br/>date: 5300 +/- 40 BP [B-4865]<br/>tpq/taq: -3961 to -4333 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>Base of the pit</i> <br/>ref: <a href=\"https://doi.org/10.1007/s00334-014-0490-y\" target=\"_blank\">Martin 2015</a>"	30	"#FF8D1B"
"Swiss"	"Tourbillon"	"EN"	"Deepest layer"	7.36553473	46.23638452	-4452	-5293	"B-6259"	5950	90	"n/a"	"others"	"Martin 2015"	"https://doi.org/10.1007/s00334-014-0490-y"	"B-6259"	"31_selectedLayer"	"<b>Tourbillon</b> / n/a (others)<br/>date: 5950 +/- 90 BP [B-6259]<br/>tpq/taq: -4452 to -5293 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Deepest layer</i> <br/>ref: <a href=\"https://doi.org/10.1007/s00334-014-0490-y\" target=\"_blank\">Martin 2015</a>"	31	"#FF1B1B"
"Swiss"	"Tourbillon"	"EN"	"Deepest layer"	7.36553473	46.23638452	-4618	-5035	"B-6258"	5950	40	"n/a"	"others"	"Martin 2015"	"https://doi.org/10.1007/s00334-014-0490-y"	"B-6258"	"32_selectedLayer"	"<b>Tourbillon</b> / n/a (others)<br/>date: 5950 +/- 40 BP [B-6258]<br/>tpq/taq: -4618 to -5035 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Deepest layer</i> <br/>ref: <a href=\"https://doi.org/10.1007/s00334-014-0490-y\" target=\"_blank\">Martin 2015</a>"	32	"#FF1B1B"
"Italy"	"Grotta Mora Cavorso"	"EN"	"Lower room"	13.169183	41.888384	-5215	-5479	"Ly-3504"	6405	35	"bone (human)"	"short life"	"Scorrano et al. 2018"	"https://doi.org/10.1007/s12520-018-0615-9"	"Ly-3504"	"33_selectedLayer"	"<b>Grotta Mora Cavorso</b> / bone (human) (short life)<br/>date: 6405 +/- 35 BP [Ly-3504]<br/>tpq/taq: -5215 to -5479 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Lower room</i> <br/>ref: <a href=\"https://doi.org/10.1007/s12520-018-0615-9\" target=\"_blank\">Scorrano et al. 2018</a>"	33	"#FF1B1B"
"Italy"	"Grotta Mora Cavorso"	"EN"	"Upper room"	13.169183	41.888384	-4999	-5470	"Ly-5202"	6275	45	"wood charcoal"	"long life"	"Scorrano et al. 2018"	"https://doi.org/10.1007/s12520-018-0615-9"	"Ly-5202"	"34_selectedLayer"	"<b>Grotta Mora Cavorso</b> / wood charcoal (long life)<br/>date: 6275 +/- 45 BP [Ly-5202]<br/>tpq/taq: -4999 to -5470 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>Upper room</i> <br/>ref: <a href=\"https://doi.org/10.1007/s12520-018-0615-9\" target=\"_blank\">Scorrano et al. 2018</a>"	34	"#FF1B1B"
"Spain"	"Cueva de Fuente Hoz"	"MN"	"Layer Ia et b"	-2.893699	42.805375	-3641	-4450	"I-11588"	5240	110	"bone (human)"	"short life"	"Sarasketa-Gartzia et al. 2018"	"https://doi.org/10.1007/s12520-018-0678-7"	"I-11588"	"35_selectedLayer"	"<b>Cueva de Fuente Hoz</b> / bone (human) (short life)<br/>date: 5240 +/- 110 BP [I-11588]<br/>tpq/taq: -3641 to -4450 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>Layer Ia et b</i> <br/>ref: <a href=\"https://doi.org/10.1007/s12520-018-0678-7\" target=\"_blank\">Sarasketa-Gartzia et al. 2018</a>"	35	"#FF8D1B"
"Spain"	"Cueva de Fuente Hoz"	"MN"	"Layer Ia et b"	-2.893699	42.805375	-3533	-4357	"I-11589"	5160	110	"bone (human)"	"short life"	"Sarasketa-Gartzia et al. 2018"	"https://doi.org/10.1007/s12520-018-0678-7"	"I-11589"	"36_selectedLayer"	"<b>Cueva de Fuente Hoz</b> / bone (human) (short life)<br/>date: 5160 +/- 110 BP [I-11589]<br/>tpq/taq: -3533 to -4357 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>Layer Ia et b</i> <br/>ref: <a href=\"https://doi.org/10.1007/s12520-018-0678-7\" target=\"_blank\">Sarasketa-Gartzia et al. 2018</a>"	36	"#FF8D1B"
"Spain"	"Cueva de Nerja"	"LM"	"LM"	-3.844529	36.762871	-6593	-7049	"CNA-3293,2,1"	7907	39	"bone (human)"	"short life"	"Fernández et al. 2020"	"https://doi.org/10.1007/s12520-020-01207-x"	"CNA-3293,2,1"	"37_selectedLayer"	"<b>Cueva de Nerja</b> / bone (human) (short life)<br/>date: 7907 +/- 39 BP [CNA-3293,2,1]<br/>tpq/taq: -6593 to -7049 cal BC<br/>period: LM <b>|</b> PhaseCode: <i>LM</i> <br/>ref: <a href=\"https://doi.org/10.1007/s12520-020-01207-x\" target=\"_blank\">Fernández et al. 2020</a>"	37	"#3737FF"
"Spain"	"Can Xammar"	"EN"	"n/a"	2.448568	41.539548	-4847	-5304	"Beta-?"	6150	40	"wood charcoal"	"long life"	"Morales Hidalgo et al. 2010"	"https://doi.org/10.1016/j.anthro.2010.07.004"	"Beta-?"	"38_selectedLayer"	"<b>Can Xammar</b> / wood charcoal (long life)<br/>date: 6150 +/- 40 BP [Beta-?]<br/>tpq/taq: -4847 to -5304 cal BC<br/>period: EN <b>|</b> PhaseCode: <i>n/a</i> <br/>ref: <a href=\"https://doi.org/10.1016/j.anthro.2010.07.004\" target=\"_blank\">Morales Hidalgo et al. 2010</a>"	38	"#FF1B1B"
"Spain"	"Balma Guilanyà"	"EM"	"C-C1"	1.609308	42.08679	-6018	-6387	"Beta-257402"	7320	40	"fauna"	"short life"	"Allué et al. 2012"	"https://doi.org/10.1016/j.crpv.2012.04.004"	"Beta-257402"	"39_selectedLayer"	"<b>Balma Guilanyà</b> / fauna (short life)<br/>date: 7320 +/- 40 BP [Beta-257402]<br/>tpq/taq: -6018 to -6387 cal BC<br/>period: EM <b>|</b> PhaseCode: <i>C-C1</i> <br/>ref: <a href=\"https://doi.org/10.1016/j.crpv.2012.04.004\" target=\"_blank\">Allué et al. 2012</a>"	39	"#0000CF"
"Andorre"	"La Feixa del Moro"	"MN"	"FM3"	1.492377	42.440047	-3653	-4155	"CNA-2331.1.1"	5095	45	"bone (human)"	"short life"	"Remolins et al. 2016"	"https://doi.org/10.1016/j.crpv.2015.11.005"	"CNA-2331.1.1"	"40_selectedLayer"	"<b>La Feixa del Moro</b> / bone (human) (short life)<br/>date: 5095 +/- 45 BP [CNA-2331.1.1]<br/>tpq/taq: -3653 to -4155 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>FM3</i> <br/>ref: <a href=\"https://doi.org/10.1016/j.crpv.2015.11.005\" target=\"_blank\">Remolins et al. 2016</a>"	40	"#FF8D1B"
"Andorre"	"La Feixa del Moro"	"MN"	"FM2"	1.492377	42.440047	-3640	-3984	"CNA-2330.1.1"	5025	45	"bone (human)"	"short life"	"Remolins et al. 2016"	"https://doi.org/10.1016/j.crpv.2015.11.005"	"CNA-2330.1.1"	"41_selectedLayer"	"<b>La Feixa del Moro</b> / bone (human) (short life)<br/>date: 5025 +/- 45 BP [CNA-2330.1.1]<br/>tpq/taq: -3640 to -3984 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>FM2</i> <br/>ref: <a href=\"https://doi.org/10.1016/j.crpv.2015.11.005\" target=\"_blank\">Remolins et al. 2016</a>"	41	"#FF8D1B"
"Andorre"	"Tomba de Segudet"	"MN"	"n/a"	1.538056	42.557222	-3982	-4347	"Beta-160374	"	5350	40	"bone (human)"	"short life"	"Remolins et al. 2016"	"https://doi.org/10.1016/j.crpv.2015.11.005"	"Beta-160374	"	"42_selectedLayer"	"<b>Tomba de Segudet</b> / bone (human) (short life)<br/>date: 5350 +/- 40 BP [Beta-160374	]<br/>tpq/taq: -3982 to -4347 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>n/a</i> <br/>ref: <a href=\"https://doi.org/10.1016/j.crpv.2015.11.005\" target=\"_blank\">Remolins et al. 2016</a>"	42	"#FF8D1B"
"Andorre"	"La Feixa del Moro"	"MN"	"Burial n/a"	1.492377	42.440047	-2914	-5298	"I-14177"	5310	310	"n/a"	"others"	"Remolins et al. 2016"	"https://doi.org/10.1016/j.crpv.2015.11.005"	"I-14177"	"43_selectedLayer"	"<b>La Feixa del Moro</b> / n/a (others)<br/>date: 5310 +/- 310 BP [I-14177]<br/>tpq/taq: -2914 to -5298 cal BC<br/>period: MN <b>|</b> PhaseCode: <i>Burial n/a</i> <br/>ref: <a href=\"https://doi.org/10.1016/j.crpv.2015.11.005\" target=\"_blank\">Remolins et al. 2016</a>"	43	"#FF8D1B"
